hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
CP168119.1_14	CP168119.1	14	487	DISARM__drmC	3.7e-18	63.9	0.604	0.31	301	451
CP168119.1_52	CP168119.1	52	832	BREX__brxHI	4.1e-43	145.6	0.463	0.406	77	414
CP168119.1_58	CP168119.1	58	982	Menshen__NsnC_2705968471	4.5e-09	34.3	0.472	0.167	813	976
CP168119.1_59	CP168119.1	59	372	CBASS__Cyclase_new	1e-123	410.8	0.989	0.984	3	368
CP168119.1_60	CP168119.1	60	210	CBASS__2TM_Gros	2.1e-24	84.9	0.668	0.967	3	205
CP168119.1_60	CP168119.1	60	210	CBASS__Effector_2TM_S_2TMBeta	8.9e-49	163.5	0.939	0.795	38	204
CP168119.1_250	CP168119.1	250	189	cas6f_I_II_III_IV_V_VI_1	2.3e-54	182.0	1.0	0.995	1	188
CP168119.1_250	CP168119.1	250	189	cas6f_I_II_III_IV_V_VI_2	2.2e-57	192.1	1.0	0.995	1	188
CP168119.1_250	CP168119.1	250	189	cas6f_I_II_III_IV_V_VI_3	4.4e-62	207.5	1.0	0.979	4	188
CP168119.1_251	CP168119.1	251	346	cas7f_I-F_1	4.4e-134	445.1	1.0	0.983	6	345
CP168119.1_251	CP168119.1	251	346	cas7f_I-F_2	1.8e-140	465.9	0.997	0.971	7	342
CP168119.1_252	CP168119.1	252	336	cas5f_I-F_1	9e-17	59.0	0.506	0.414	11	149
CP168119.1_252	CP168119.1	252	336	cas5f_I-F_2	3.9000000000000003e-87	290.2	1.0	0.911	10	315
CP168119.1_252	CP168119.1	252	336	cas5f_I-F_3	1.0999999999999998e-103	344.5	1.0	0.908	11	315
CP168119.1_252	CP168119.1	252	336	cas5f_I-F_4	3.5000000000000003e-109	362.6	1.0	0.905	11	314
CP168119.1_253	CP168119.1	253	455	cas8f_I-F_3	1.3000000000000002e-109	364.5	0.987	0.87	42	437
CP168119.1_253	CP168119.1	253	455	cas8f_I-F_4	7.300000000000001e-128	424.9	1.0	0.859	42	432
CP168119.1_253	CP168119.1	253	455	cas8f_I-F_8	5.7e-132	438.2	1.0	0.857	42	431
CP168119.1_254	CP168119.1	254	1123	cas3HD_I_1	4.5e-14	50.7	0.813	0.207	100	331
CP168119.1_254	CP168119.1	254	1123	cas3_I_5	3.6e-76	254.9	0.718	0.614	199	887
CP168119.1_254	CP168119.1	254	1123	cas3f_I-F_1	0.0	1238.9	0.999	0.996	1	1118
CP168119.1_255	CP168119.1	255	330	cas1_I_II_III_IV_V_VI_10	3.8e-21	73.4	0.823	0.748	25	271
CP168119.1_255	CP168119.1	255	330	cas1_I_II_III_IV_V_VI_1	7.6e-32	108.5	0.823	0.83	20	293
CP168119.1_255	CP168119.1	255	330	cas1_I_II_III_IV_V_VI_2	8.3e-57	190.3	0.988	0.818	20	289
CP168119.1_255	CP168119.1	255	330	cas1_I_II_III_IV_V_VI_8	4.3999999999999997e-66	221.1	0.893	0.927	14	319
CP168119.1_255	CP168119.1	255	330	cas1_I-F_1	8.1e-155	512.6	0.997	0.924	12	316
CP168119.1_309	CP168119.1	309	340	DISARM__drmC	2.7e-15	54.5	0.536	0.4	204	339
CP168119.1_318	CP168119.1	318	269	Gao_Qat__QatD	2.1e-15	54.7	0.791	0.766	16	221
CP168119.1_446	CP168119.1	446	299	Ukko__UkkD1	1.7e-60	202.6	0.947	0.88	20	282
CP168119.1_446	CP168119.1	446	299	Ukko__UkkD2	1.7e-60	202.6	0.947	0.88	20	282
CP168119.1_579	CP168119.1	579	416	RM_Type_II__Type_II_MTases_FAM_22	5.6e-34	115.8	0.451	0.399	74	239
