replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYGWY010000003.1	JAYGWY010000003.1_101	RM__Type_I_REases_FAM_0.einsi_trimmed	743	defense-finder-models/RM/RM/RM_Type_I	JAYGWY010000003.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	2.7e-229	762.1	0.98	0.964	10	1067		JAYGWY010000003.1_PrrC_14	RM	RM_Type_I	Defense
JAYGWY010000003.1	JAYGWY010000003.1_102	RM__Type_I_S_51	744	defense-finder-models/RM/RM/RM_Type_I	JAYGWY010000003.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	284	4.9000000000000004e-60	201.2	0.574	0.989	1	281		JAYGWY010000003.1_PrrC_14	RM	RM_Type_I	Defense
JAYGWY010000003.1	JAYGWY010000003.1_105	RM__Type_I_MTases_FAM_0	747	defense-finder-models/RM/RM/RM_Type_I	JAYGWY010000003.1_RM_Type_I_15	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	1.7e-166	553.0	0.992	0.99	4	501		JAYGWY010000003.1_PrrC_14	RM	RM_Type_I	Defense
JAYGWY010000003.1	JAYGWY010000003.1_277	RM_Type_IV__FAM_1	919	defense-finder-models/RM/RM/RM_Type_IV	JAYGWY010000003.1_RM_Type_IV_16	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	843	8.4e-84	280.6	0.492	0.563	311	785			RM	RM_Type_IV	Defense
JAYGWY010000003.1	JAYGWY010000003.1_278	RM_Type_IV__FAM_2	920	defense-finder-models/RM/RM/RM_Type_IV	JAYGWY010000003.1_RM_Type_IV_16	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	432	1.4e-55	186.7	0.889	0.894	1	386			RM	RM_Type_IV	Defense
JAYGWY010000014.1	JAYGWY010000014.1_76	RloC__RloC	2565	defense-finder-models/DefenseFinder/RloC/RloC	JAYGWY010000014.1_RloC_11	1	1	1.0	1.0	1	RloC__RloC	mandatory	833	2.8e-109	364.7	0.99	0.94	44	826			RloC	RloC	Defense
JAYGWY010000018.1	JAYGWY010000018.1_24	RM__Type_I_MTases_FAM_3	2859	defense-finder-models/RM/RM/RM_Type_I	JAYGWY010000018.1_RM_Type_I_18	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	729	5.7e-258	855.4	0.995	0.995	2	726		JAYGWY010000018.1_PrrC_17	RM	RM_Type_I	Defense
JAYGWY010000018.1	JAYGWY010000018.1_26	RM__Type_I_S_52	2861	defense-finder-models/RM/RM/RM_Type_I	JAYGWY010000018.1_RM_Type_I_18	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	440	1.2e-67	227.0	0.67	0.968	9	434		JAYGWY010000018.1_PrrC_17	RM	RM_Type_I	Defense
JAYGWY010000018.1	JAYGWY010000018.1_27	RM__Type_I_REases_FAM_1.einsi_trimmed	2862	defense-finder-models/RM/RM/RM_Type_I	JAYGWY010000018.1_RM_Type_I_18	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1028	0.0	1100.5	0.993	0.984	4	1015		JAYGWY010000018.1_PrrC_17	RM	RM_Type_I	Defense
JAYGWY010000020.1	JAYGWY010000020.1_1	PD-T7-5__PD-T7-5	2971	defense-finder-models/DefenseFinder/PD-T7-5/PD-T7-5	JAYGWY010000020.1_PD-T7-5_10	1	1	1.0	1.0	1	PD-T7-5__PD-T7-5	mandatory	296	4.3e-27	92.7	0.655	0.811	1	240			PD-T7-5	PD-T7-5	Defense
JAYGWY010000021.1	JAYGWY010000021.1_47	RM_Type_II__Type_II_REase06	3082	defense-finder-models/RM/RM/RM_Type_II	JAYGWY010000021.1_RM_Type_II_12	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	671	7.3e-93	310.6	0.958	0.94	25	655			RM	RM_Type_II	Defense
JAYGWY010000021.1	JAYGWY010000021.1_48	RM_Type_II__Type_II_MTases_FAM_0	3083	defense-finder-models/RM/RM/RM_Type_II	JAYGWY010000021.1_RM_Type_II_12	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	349	9.9e-78	259.9	0.978	0.974	5	344			RM	RM_Type_II	Defense
JAYGWY010000024.1	JAYGWY010000024.1_31	CapRel__CapRel	3283	defense-finder-models/DefenseFinder/CapRel/CapRel	JAYGWY010000024.1_CapRel_1	1	1	1.0	1.0	1	CapRel__CapRel	mandatory	349	1.8e-26	91.0	0.65	0.668	20	252			CapRel	CapRel	Defense
