sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEFWC010000001.1_RM_Type_II_11	RM	RM_Type_II	Defense	JBEFWC010000001.1_71	JBEFWC010000001.1_72	JBEFWC010000001.1_71,JBEFWC010000001.1_72	2	RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase36
JBEFWC010000001.1_Zorya_TypeIII_6	Zorya	Zorya_TypeIII	Defense	JBEFWC010000001.1_611	JBEFWC010000001.1_614	JBEFWC010000001.1_611,JBEFWC010000001.1_613,JBEFWC010000001.1_614	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEFWC010000004.1_SoFic_9	SoFIC	SoFic	Defense	JBEFWC010000004.1_174	JBEFWC010000004.1_174	JBEFWC010000004.1_174	1	SoFic__SoFic
JBEFWC010000005.1_Lamassu-Cap4_nuclease_5	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	JBEFWC010000005.1_95	JBEFWC010000005.1_97	JBEFWC010000005.1_95,JBEFWC010000005.1_96,JBEFWC010000005.1_97	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
JBEFWC010000005.1_Gao_Her_SIR_4	Gao_Her	Gao_Her_SIR	Defense	JBEFWC010000005.1_101	JBEFWC010000005.1_102	JBEFWC010000005.1_101,JBEFWC010000005.1_102	2	Gao_Her_SIR__HerA_SIR2,Gao_Her_SIR__SIR2
JBEFWC010000006.1_SoFic_1	SoFIC	SoFic	Defense	JBEFWC010000006.1_53	JBEFWC010000006.1_53	JBEFWC010000006.1_53	1	SoFic__SoFic
JBEFWC010000006.1_Wadjet_I_3	Wadjet	Wadjet_I	Defense	JBEFWC010000006.1_186	JBEFWC010000006.1_190	JBEFWC010000006.1_186,JBEFWC010000006.1_187,JBEFWC010000006.1_190	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEFWC010000008.1_Gabija_7	Gabija	Gabija	Defense	JBEFWC010000008.1_13	JBEFWC010000008.1_14	JBEFWC010000008.1_13,JBEFWC010000008.1_14	2	Gabija__GajA,Gabija__GajB_3
JBEFWC010000009.1_RM_Type_I_13	RM	RM_Type_I	Defense	JBEFWC010000009.1_127	JBEFWC010000009.1_131	JBEFWC010000009.1_127,JBEFWC010000009.1_128,JBEFWC010000009.1_131	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEFWC010000024.1_PARIS_II_8	Paris	PARIS_II	Defense	JBEFWC010000024.1_27	JBEFWC010000024.1_28	JBEFWC010000024.1_27,JBEFWC010000024.1_28	2	Paris_II__AriA_AAA21,Paris_II__AriB_DUF4435_II
JBEFWC010000032.1_Kiwa_10	Kiwa	Kiwa	Defense	JBEFWC010000032.1_6	JBEFWC010000032.1_7	JBEFWC010000032.1_6,JBEFWC010000032.1_7	2	Kiwa__KwaA,Kiwa__KwaB_2
