sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEFWB010000001.1_Zorya_TypeIII_7	Zorya	Zorya_TypeIII	Defense	JBEFWB010000001.1_309	JBEFWB010000001.1_312	JBEFWB010000001.1_309,JBEFWB010000001.1_311,JBEFWB010000001.1_312	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEFWB010000003.1_RM_Type_II_11	RM	RM_Type_II	Defense	JBEFWB010000003.1_70	JBEFWB010000003.1_71	JBEFWB010000003.1_70,JBEFWB010000003.1_71	2	RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase36
JBEFWB010000005.1_Lamassu-Cap4_nuclease_6	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	JBEFWB010000005.1_96	JBEFWB010000005.1_98	JBEFWB010000005.1_96,JBEFWB010000005.1_97,JBEFWB010000005.1_98	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
JBEFWB010000005.1_Gao_Her_SIR_5	Gao_Her	Gao_Her_SIR	Defense	JBEFWB010000005.1_102	JBEFWB010000005.1_103	JBEFWB010000005.1_102,JBEFWB010000005.1_103	2	Gao_Her_SIR__HerA_SIR2,Gao_Her_SIR__SIR2
JBEFWB010000006.1_SoFic_2	SoFIC	SoFic	Defense	JBEFWB010000006.1_54	JBEFWB010000006.1_54	JBEFWB010000006.1_54	1	SoFic__SoFic
JBEFWB010000006.1_Wadjet_I_4	Wadjet	Wadjet_I	Defense	JBEFWB010000006.1_187	JBEFWB010000006.1_191	JBEFWB010000006.1_187,JBEFWB010000006.1_188,JBEFWB010000006.1_191	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEFWB010000008.1_RM_Type_I_13	RM	RM_Type_I	Defense	JBEFWB010000008.1_29	JBEFWB010000008.1_33	JBEFWB010000008.1_29,JBEFWB010000008.1_32,JBEFWB010000008.1_33	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEFWB010000011.1_Gabija_9	Gabija	Gabija	Defense	JBEFWB010000011.1_14	JBEFWB010000011.1_15	JBEFWB010000011.1_14,JBEFWB010000011.1_15	2	Gabija__GajA,Gabija__GajB_3
JBEFWB010000016.1_SoFic_10	SoFIC	SoFic	Defense	JBEFWB010000016.1_82	JBEFWB010000016.1_82	JBEFWB010000016.1_82	1	SoFic__SoFic
JBEFWB010000027.1_PARIS_II_8	Paris	PARIS_II	Defense	JBEFWB010000027.1_27	JBEFWB010000027.1_28	JBEFWB010000027.1_27,JBEFWB010000027.1_28	2	Paris_II__AriA_AAA21,Paris_II__AriB_DUF4435_II
JBEFWB010000038.1_Kiwa_1	Kiwa	Kiwa	Defense	JBEFWB010000038.1_6	JBEFWB010000038.1_7	JBEFWB010000038.1_6,JBEFWB010000038.1_7	2	Kiwa__KwaA,Kiwa__KwaB_2
