replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYGWZ010000001.1	JAYGWZ010000001.1_147	Zorya_III__ZorG3	147	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYGWZ010000001.1_Zorya_TypeIII_1	1	1	0.75	3.0	1	Zorya_III__ZorG3	mandatory	247	4.6e-91	303.0	0.892	0.992	1	245			Zorya	Zorya_TypeIII	Defense
JAYGWZ010000001.1	JAYGWZ010000001.1_149	Zorya__ZorB	149	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYGWZ010000001.1_Zorya_TypeIII_1	1	1	0.75	3.0	1	Zorya__ZorB	mandatory	218	1.1e-13	49.1	0.8	0.881	10	201			Zorya	Zorya_TypeIII	Defense
JAYGWZ010000001.1	JAYGWZ010000001.1_150	Zorya_III__ZorF3	150	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYGWZ010000001.1_Zorya_TypeIII_1	1	1	0.75	3.0	1	Zorya_III__ZorF3	mandatory	238	1.5e-73	245.6	0.827	0.979	1	233			Zorya	Zorya_TypeIII	Defense
JAYGWZ010000002.1	JAYGWZ010000002.1_41	RM_Type_II__Type_II_MTases_FAM_5	313	defense-finder-models/RM/RM/RM_Type_II	JAYGWZ010000002.1_RM_Type_II_12	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	322	2.4e-64	215.8	0.868	0.953	2	308			RM	RM_Type_II	Defense
JAYGWZ010000002.1	JAYGWZ010000002.1_42	RM_Type_II__Type_II_REase36	314	defense-finder-models/RM/RM/RM_Type_II	JAYGWZ010000002.1_RM_Type_II_12	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	741	3.9999999999999995e-91	304.9	0.962	0.974	1	722			RM	RM_Type_II	Defense
JAYGWZ010000005.1	JAYGWZ010000005.1_121	Gao_Her_SIR__HerA_SIR2	1101	defense-finder-models/DefenseFinder/Gao_Her/Gao_Her_SIR	JAYGWZ010000005.1_Gao_Her_SIR_3	1	1	1.0	2.0	1	Gao_Her_SIR__HerA_SIR2	mandatory	589	2.4e-137	457.0	0.98	0.968	5	574			Gao_Her	Gao_Her_SIR	Defense
JAYGWZ010000005.1	JAYGWZ010000005.1_122	Gao_Her_SIR__SIR2	1102	defense-finder-models/DefenseFinder/Gao_Her/Gao_Her_SIR	JAYGWZ010000005.1_Gao_Her_SIR_3	1	1	1.0	2.0	1	Gao_Her_SIR__SIR2	mandatory	288	4.8e-85	284.1	0.614	0.854	21	266			Gao_Her	Gao_Her_SIR	Defense
JAYGWZ010000005.1	JAYGWZ010000005.1_126	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1106	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JAYGWZ010000005.1_Lamassu-Cap4_nuclease_4	1	1	1.0	2.5	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	653	8.6e-104	346.7	0.993	0.986	3	646			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
JAYGWZ010000005.1	JAYGWZ010000005.1_127	Lamassu-Fam__LmuC_acc_Cap4_nuclease	1107	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JAYGWZ010000005.1_Lamassu-Cap4_nuclease_4	1	1	1.0	2.5	1	Lamassu-Fam__LmuC_acc_Lipase	accessory	162	1.2e-06	27.1	0.853	0.852	10	147			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
JAYGWZ010000005.1	JAYGWZ010000005.1_128	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	1108	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	JAYGWZ010000005.1_Lamassu-Cap4_nuclease_4	1	1	1.0	2.5	1	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	mandatory	281	1.6000000000000002e-23	82.4	0.649	0.911	21	276			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
