sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYIKO010000001.1_RM_Type_IV_12	RM	RM_Type_IV	Defense	JAYIKO010000001.1_173	JAYIKO010000001.1_174	JAYIKO010000001.1_173,JAYIKO010000001.1_174	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYIKO010000002.1_Zorya_TypeIII_7	Zorya	Zorya_TypeIII	Defense	JAYIKO010000002.1_418	JAYIKO010000002.1_421	JAYIKO010000002.1_418,JAYIKO010000002.1_420,JAYIKO010000002.1_421	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYIKO010000002.1_RM_Type_II_11	RM	RM_Type_II	Defense	JAYIKO010000002.1_489	JAYIKO010000002.1_491	JAYIKO010000002.1_489,JAYIKO010000002.1_491	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase38
JAYIKO010000004.1_Shango_4	Shango	Shango	Defense	JAYIKO010000004.1_93	JAYIKO010000004.1_95	JAYIKO010000004.1_93,JAYIKO010000004.1_94,JAYIKO010000004.1_95	3	Shango__SngA,Shango__SngB,Shango__SngC
JAYIKO010000005.1_SoFic_1	SoFIC	SoFic	Defense	JAYIKO010000005.1_89	JAYIKO010000005.1_89	JAYIKO010000005.1_89	1	SoFic__SoFic
JAYIKO010000005.1_Wadjet_I_3	Wadjet	Wadjet_I	Defense	JAYIKO010000005.1_218	JAYIKO010000005.1_220	JAYIKO010000005.1_218,JAYIKO010000005.1_219,JAYIKO010000005.1_220	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYIKO010000008.1_PsyrTA_6	PsyrTA	PsyrTA	Defense	JAYIKO010000008.1_61	JAYIKO010000008.1_62	JAYIKO010000008.1_61,JAYIKO010000008.1_62	2	PsyrTA__PsyrA,PsyrTA__PsyrT
JAYIKO010000009.1_RM_Type_I_10	RM	RM_Type_I	Defense	JAYIKO010000009.1_159	JAYIKO010000009.1_163	JAYIKO010000009.1_159,JAYIKO010000009.1_162,JAYIKO010000009.1_163	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_52
JAYIKO010000010.1_SoFic_8	SoFIC	SoFic	Defense	JAYIKO010000010.1_58	JAYIKO010000010.1_58	JAYIKO010000010.1_58	1	SoFic__SoFic
JAYIKO010000010.1_CAS_Class1-Subtype-I-F_13	Cas	CAS_Class1-Subtype-I-F	Defense	JAYIKO010000010.1_87	JAYIKO010000010.1_92	JAYIKO010000010.1_87,JAYIKO010000010.1_88,JAYIKO010000010.1_89,JAYIKO010000010.1_90,JAYIKO010000010.1_91,JAYIKO010000010.1_92	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JAYIKO010000018.1_AbiD_5	AbiD	AbiD	Defense	JAYIKO010000018.1_14	JAYIKO010000018.1_14	JAYIKO010000018.1_14	1	AbiD__AbiD
