sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYIMP010000002.1_RM_Type_I_16	RM	RM_Type_I	Defense	JAYIMP010000002.1_93	JAYIMP010000002.1_97	JAYIMP010000002.1_93,JAYIMP010000002.1_94,JAYIMP010000002.1_97	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JAYIMP010000002.1_RM_Type_IV_17	RM	RM_Type_IV	Defense	JAYIMP010000002.1_269	JAYIMP010000002.1_270	JAYIMP010000002.1_269,JAYIMP010000002.1_270	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYIMP010000004.1_RloC_2	RloC	RloC	Defense	JAYIMP010000004.1_2	JAYIMP010000004.1_2	JAYIMP010000004.1_2	1	RloC__RloC
JAYIMP010000012.1_SoFic_11	SoFIC	SoFic	Defense	JAYIMP010000012.1_66	JAYIMP010000012.1_66	JAYIMP010000012.1_66	1	SoFic__SoFic
JAYIMP010000014.1_RM_Type_II_14	RM	RM_Type_II	Defense	JAYIMP010000014.1_6	JAYIMP010000014.1_7	JAYIMP010000014.1_6,JAYIMP010000014.1_7	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase06
JAYIMP010000014.1_RM_Type_I_13	RM	RM_Type_I	Defense	JAYIMP010000014.1_77	JAYIMP010000014.1_80	JAYIMP010000014.1_77,JAYIMP010000014.1_79,JAYIMP010000014.1_80	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAYIMP010000018.1_CapRel_1	CapRel	CapRel	Defense	JAYIMP010000018.1_28	JAYIMP010000018.1_28	JAYIMP010000018.1_28	1	CapRel__CapRel
JAYIMP010000022.1_PD-T7-5_9	PD-T7-5	PD-T7-5	Defense	JAYIMP010000022.1_1	JAYIMP010000022.1_1	JAYIMP010000022.1_1	1	PD-T7-5__PD-T7-5
JAYIMP010000029.1_Wadjet_I_7	Wadjet	Wadjet_I	Defense	JAYIMP010000029.1_9	JAYIMP010000029.1_12	JAYIMP010000029.1_9,JAYIMP010000029.1_11,JAYIMP010000029.1_12	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYIMP010000029.1_DS-32_5	DS-32	DS-32	Defense	JAYIMP010000029.1_40	JAYIMP010000029.1_41	JAYIMP010000029.1_40,JAYIMP010000029.1_41	2	DS-32__DS-32A,DS-32__DS-32B
JAYIMP010000035.1_SoFic_10	SoFIC	SoFic	Defense	JAYIMP010000035.1_16	JAYIMP010000035.1_16	JAYIMP010000035.1_16	1	SoFic__SoFic
JAYIMP010000038.1_Zorya_TypeIII_8	Zorya	Zorya_TypeIII	Defense	JAYIMP010000038.1_16	JAYIMP010000038.1_19	JAYIMP010000038.1_16,JAYIMP010000038.1_17,JAYIMP010000038.1_19	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYIMP010000041.1_Mokosh_TypeII_4	Mokosh	Mokosh_TypeII	Defense	JAYIMP010000041.1_5	JAYIMP010000041.1_5	JAYIMP010000041.1_5	1	Mokosh_TypeII__MkoC
JAYIMP010000041.1_Gabija_3	Gabija	Gabija	Defense	JAYIMP010000041.1_6	JAYIMP010000041.1_7	JAYIMP010000041.1_6,JAYIMP010000041.1_7	2	Gabija__GajA,Gabija__GajB_1
