sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYIWD010000001.1_RM_Type_IV_12	RM	RM_Type_IV	Defense	JAYIWD010000001.1_89	JAYIWD010000001.1_90	JAYIWD010000001.1_89,JAYIWD010000001.1_90	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYIWD010000009.1_CAS_Class1-Subtype-I-F_13	Cas	CAS_Class1-Subtype-I-F	Defense	JAYIWD010000009.1_65	JAYIWD010000009.1_72	JAYIWD010000009.1_65,JAYIWD010000009.1_68,JAYIWD010000009.1_69,JAYIWD010000009.1_70,JAYIWD010000009.1_72	5	cas1_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JAYIWD010000009.1_SoFic_8	SoFIC	SoFic	Defense	JAYIWD010000009.1_91	JAYIWD010000009.1_91	JAYIWD010000009.1_91	1	SoFic__SoFic
JAYIWD010000011.1_SoFic_6	SoFIC	SoFic	Defense	JAYIWD010000011.1_6	JAYIWD010000011.1_6	JAYIWD010000011.1_6	1	SoFic__SoFic
JAYIWD010000022.1_Thoeris_I_3	Thoeris	Thoeris_I	Defense	JAYIWD010000022.1_1	JAYIWD010000022.1_2	JAYIWD010000022.1_1,JAYIWD010000022.1_2	2	Thoeris_I__ThsA_new_grand,Thoeris__ThsB_Global
JAYIWD010000025.1_Zorya_TypeIII_7	Zorya	Zorya_TypeIII	Defense	JAYIWD010000025.1_26	JAYIWD010000025.1_29	JAYIWD010000025.1_26,JAYIWD010000025.1_27,JAYIWD010000025.1_28,JAYIWD010000025.1_29	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JAYIWD010000034.1_Wadjet_I_5	Wadjet	Wadjet_I	Defense	JAYIWD010000034.1_10	JAYIWD010000034.1_13	JAYIWD010000034.1_10,JAYIWD010000034.1_12,JAYIWD010000034.1_13	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYIWD010000035.1_JukAB_1	JukAB	JukAB	Defense	JAYIWD010000035.1_37	JAYIWD010000035.1_38	JAYIWD010000035.1_37,JAYIWD010000035.1_38	2	JukAB__JukA,JukAB__JukB
JAYIWD010000037.1_Sucellos_9	Sucellos	Sucellos	Defense	JAYIWD010000037.1_18	JAYIWD010000037.1_19	JAYIWD010000037.1_18,JAYIWD010000037.1_19	2	Sucellos__SclA_VCA0367,Sucellos__SclB_VCA0368
JAYIWD010000044.1_AbiD_2	AbiD	AbiD	Defense	JAYIWD010000044.1_10	JAYIWD010000044.1_10	JAYIWD010000044.1_10	1	AbiD__AbiD
JAYIWD010000059.1_RM_Type_III_11	RM	RM_Type_III	Defense	JAYIWD010000059.1_3	JAYIWD010000059.1_4	JAYIWD010000059.1_3,JAYIWD010000059.1_4	2	RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed
JAYIWD010000064.1_RloC_10	RloC	RloC	Defense	JAYIWD010000064.1_4	JAYIWD010000064.1_4	JAYIWD010000064.1_4	1	RloC__RloC
