hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JBEFWC010000001.1_9	JBEFWC010000001.1	9	693	Gabija__GajB_2	1.1e-43	147.7	0.746	0.678	210	679
JBEFWC010000001.1_12	JBEFWC010000001.1	12	961	RM_Type_II__Type_II_MTases_FAM_1	3.6e-12	44.2	0.48	0.171	162	325
JBEFWC010000001.1_12	JBEFWC010000001.1	12	961	RM_Type_II__Type_II_MTases_FAM_3	6.699999999999999e-22	76.1	0.907	0.361	159	505
JBEFWC010000001.1_12	JBEFWC010000001.1	12	961	RM_Type_II__Type_II_MTases_FAM_37	3.6e-39	132.7	0.779	0.358	163	506
JBEFWC010000001.1_12	JBEFWC010000001.1	12	961	RM_Type_III__Type_III_MTases_FAM_0	1e-113	379.4	0.972	0.873	7	845
JBEFWC010000001.1_71	JBEFWC010000001.1	71	322	RM_Type_II__Type_II_MTases_FAM_39	6.5e-15	53.1	0.517	0.547	80	255
JBEFWC010000001.1_71	JBEFWC010000001.1	71	322	RM_Type_II__Type_II_MTases_FAM_11	7.6e-35	118.6	0.855	0.944	2	305
JBEFWC010000001.1_71	JBEFWC010000001.1	71	322	RM_Type_II__Type_II_MTases_FAM_5	2.4e-64	215.8	0.868	0.953	2	308
JBEFWC010000001.1_72	JBEFWC010000001.1	72	741	RM_Type_II__Type_II_MTases_FAM_33	4.2e-11	40.2	0.411	0.355	72	334
JBEFWC010000001.1_72	JBEFWC010000001.1	72	741	RM_Type_II__Type_II_REase36	3.9e-91	304.9	0.962	0.974	1	722
JBEFWC010000001.1_98	JBEFWC010000001.1	98	246	DEDDh_I_II_III_IV_V_VI_1	3.5e-36	122.7	0.994	0.663	4	166
JBEFWC010000001.1_105	JBEFWC010000001.1	105	824	Dodola__DolB	2.2e-10	38.1	0.405	0.2	311	475
JBEFWC010000001.1_426	JBEFWC010000001.1	426	411	HEC-01__HEC-01B	4.3e-106	353.1	0.982	0.985	4	408
JBEFWC010000001.1_455	JBEFWC010000001.1	455	368	Veles__VlsB1	9.7e-105	348.6	0.951	0.957	15	366
JBEFWC010000001.1_455	JBEFWC010000001.1	455	368	Veles__VlsB2	5.7e-105	349.4	0.923	0.954	16	366
JBEFWC010000001.1_465	JBEFWC010000001.1	465	800	Wadjet__JetC_III	1.1e-06	24.3	0.49	0.271	489	705
JBEFWC010000001.1_478	JBEFWC010000001.1	478	133	Dpd__QueD	1.8e-57	190.8	0.967	0.872	17	132
JBEFWC010000001.1_611	JBEFWC010000001.1	611	247	Zorya_III__ZorG3	4.6e-91	303.0	0.892	0.992	1	245
JBEFWC010000001.1_613	JBEFWC010000001.1	613	218	Zorya__ZorB	1.1e-13	49.1	0.8	0.881	10	201
JBEFWC010000001.1_614	JBEFWC010000001.1	614	238	Zorya_III__ZorF3	1.5e-73	245.6	0.827	0.979	1	233
JBEFWC010000001.1_647	JBEFWC010000001.1	647	379	PsyrTA__PsyrA	5.0000000000000004e-30	102.7	0.751	0.784	73	369
JBEFWC010000001.1_647	JBEFWC010000001.1	647	379	ShosTA__ShosA	6e-58	194.3	0.683	0.541	80	284
JBEFWC010000001.1_721	JBEFWC010000001.1	721	583	UG6__DnaG	1.9e-34	117.1	0.817	0.492	34	320
JBEFWC010000002.1_105	JBEFWC010000002.1	841	414	Dnd__DndA	9e-35	118.2	0.865	0.821	33	372
JBEFWC010000002.1_169	JBEFWC010000002.1	905	521	DISARM__drmC	5.6e-15	53.5	0.494	0.269	329	468
JBEFWC010000003.1_39	JBEFWC010000003.1	1182	180	DarTG__DarG	2.2999999999999997e-67	225.1	0.739	0.972	1	175
JBEFWC010000003.1_332	JBEFWC010000003.1	1475	322	WYL_I_II_III_IV_V_VI_4	1.1e-39	134.2	0.965	0.528	144	313
JBEFWC010000003.1_332	JBEFWC010000003.1	1475	322	WYL_I_II_III_IV_V_VI_1	3.7e-67	225.0	0.984	0.994	1	320
JBEFWC010000004.1_90	JBEFWC010000004.1	1566	269	Gao_Qat__QatD	1.6e-15	55.0	0.791	0.766	16	221
JBEFWC010000004.1_100	JBEFWC010000004.1	1576	340	DISARM__drmC	2.6e-16	57.9	0.536	0.4	204	339
JBEFWC010000004.1_174	JBEFWC010000004.1	1650	373	SoFic__SoFic	1.6e-120	400.5	0.975	0.93	9	355
JBEFWC010000005.1_7	JBEFWC010000005.1	1776	215	DEDDh_I_II_III_IV_V_VI_1	1.9e-24	84.6	0.994	0.814	26	200
