sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYIJS010000001.1_RM_Type_IV_16	RM	RM_Type_IV	Defense	JAYIJS010000001.1_171	JAYIJS010000001.1_172	JAYIJS010000001.1_171,JAYIJS010000001.1_172	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYIJS010000005.1_Gabija_7	Gabija	Gabija	Defense	JAYIJS010000005.1_149	JAYIJS010000005.1_150	JAYIJS010000005.1_149,JAYIJS010000005.1_150	2	Gabija__GajA,Gabija__GajB_2
JAYIJS010000005.1_Gao_Mza_8	Gao_Mza	Gao_Mza	Defense	JAYIJS010000005.1_162	JAYIJS010000005.1_165	JAYIJS010000005.1_162,JAYIJS010000005.1_163,JAYIJS010000005.1_164,JAYIJS010000005.1_165	4	Gao_Mza__MzaB,Gao_Mza__MzaC,Gao_Mza__MzaD,Gao_Mza__MzaE
JAYIJS010000005.1_VP1851_9	VP1851	VP1851	Defense	JAYIJS010000005.1_168	JAYIJS010000005.1_168	JAYIJS010000005.1_168	1	VP1851__VP1851
JAYIJS010000006.1_Avs_III_13	Avs	Avs_III	Defense	JAYIJS010000006.1_59	JAYIJS010000006.1_60	JAYIJS010000006.1_59,JAYIJS010000006.1_60	2	Avs_III__Avs3A,Avs_III__Avs3B
JAYIJS010000009.1_Gabija_2	Gabija	Gabija	Defense	JAYIJS010000009.1_31	JAYIJS010000009.1_32	JAYIJS010000009.1_31,JAYIJS010000009.1_32	2	Gabija__GajA,Gabija__GajB_2
JAYIJS010000009.1_RosmerTA_3	RosmerTA	RosmerTA	Defense	JAYIJS010000009.1_33	JAYIJS010000009.1_34	JAYIJS010000009.1_33,JAYIJS010000009.1_34	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
JAYIJS010000011.1_Zorya_TypeIII_1	Zorya	Zorya_TypeIII	Defense	JAYIJS010000011.1_4	JAYIJS010000011.1_7	JAYIJS010000011.1_4,JAYIJS010000011.1_5,JAYIJS010000011.1_6,JAYIJS010000011.1_7	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
JAYIJS010000014.1_HEC-01_4	HEC-01	HEC-01	Defense	JAYIJS010000014.1_67	JAYIJS010000014.1_68	JAYIJS010000014.1_67,JAYIJS010000014.1_68	2	HEC-01__HEC-01A,HEC-01__HEC-01B
JAYIJS010000014.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	JAYIJS010000014.1_69	JAYIJS010000014.1_72	JAYIJS010000014.1_69,JAYIJS010000014.1_70,JAYIJS010000014.1_71,JAYIJS010000014.1_72	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
JAYIJS010000017.1_CAS_Class1-Subtype-I-F_17	Cas	CAS_Class1-Subtype-I-F	Defense	JAYIJS010000017.1_8	JAYIJS010000017.1_13	JAYIJS010000017.1_8,JAYIJS010000017.1_9,JAYIJS010000017.1_10,JAYIJS010000017.1_11,JAYIJS010000017.1_12,JAYIJS010000017.1_13	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JAYIJS010000025.1_SoFic_10	SoFIC	SoFic	Defense	JAYIJS010000025.1_53	JAYIJS010000025.1_53	JAYIJS010000025.1_53	1	SoFic__SoFic
JAYIJS010000035.1_RM_Type_I_15	RM	RM_Type_I	Defense	JAYIJS010000035.1_20	JAYIJS010000035.1_25	JAYIJS010000035.1_20,JAYIJS010000035.1_21,JAYIJS010000035.1_25	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JAYIJS010000035.1_SoFic_11	SoFIC	SoFic	Defense	JAYIJS010000035.1_24	JAYIJS010000035.1_24	JAYIJS010000035.1_24	1	SoFic__SoFic
JAYIJS010000036.1_AbiD_12	AbiD	AbiD	Defense	JAYIJS010000036.1_18	JAYIJS010000036.1_18	JAYIJS010000036.1_18	1	AbiD__AbiD
