replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYIWD010000001.1	JAYIWD010000001.1_89	RM_Type_IV__FAM_2	89	defense-finder-models/RM/RM/RM_Type_IV	JAYIWD010000001.1_RM_Type_IV_12	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	432	2.1e-54	182.8	0.884	0.889	1	384			RM	RM_Type_IV	Defense
JAYIWD010000001.1	JAYIWD010000001.1_90	RM_Type_IV__FAM_1	90	defense-finder-models/RM/RM/RM_Type_IV	JAYIWD010000001.1_RM_Type_IV_12	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	843	8.2e-84	280.6	0.492	0.563	311	785			RM	RM_Type_IV	Defense
JAYIWD010000009.1	JAYIWD010000009.1_65	cas1_I-F_1	1655	CasFinder/CAS_Class1-Subtype-I-F	JAYIWD010000009.1_CAS_Class1-Subtype-I-F_13	1	1	0.833	5.0	1	cas1_I-F_1	mandatory	330	2.4e-155	514.3	0.997	0.924	12	316		JAYIWD010000009.1_CAS_Class1-Type-I_14,JAYIWD010000009.1_CAS_Cluster_15	Cas	CAS_Class1-Subtype-I-F	Defense
JAYIWD010000009.1	JAYIWD010000009.1_68	cas8f_I-F_8	1658	CasFinder/CAS_Class1-Subtype-I-F	JAYIWD010000009.1_CAS_Class1-Subtype-I-F_13	1	1	0.833	5.0	1	cas8f_I-F_8	mandatory	452	5.6e-132	438.2	1.0	0.863	39	428		JAYIWD010000009.1_CAS_Class1-Type-I_14,JAYIWD010000009.1_CAS_Cluster_15	Cas	CAS_Class1-Subtype-I-F	Defense
JAYIWD010000009.1	JAYIWD010000009.1_69	cas5f_I-F_4	1659	CasFinder/CAS_Class1-Subtype-I-F	JAYIWD010000009.1_CAS_Class1-Subtype-I-F_13	1	1	0.833	5.0	1	cas5f_I-F_4	mandatory	336	3.1e-109	362.7	1.0	0.905	11	314		JAYIWD010000009.1_CAS_Class1-Type-I_14,JAYIWD010000009.1_CAS_Cluster_15	Cas	CAS_Class1-Subtype-I-F	Defense
JAYIWD010000009.1	JAYIWD010000009.1_70	cas7f_I-F_2	1660	CasFinder/CAS_Class1-Subtype-I-F	JAYIWD010000009.1_CAS_Class1-Subtype-I-F_13	1	1	0.833	5.0	1	cas7f_I-F_3	mandatory	346	3.3e-140	465.0	0.997	0.971	7	342		JAYIWD010000009.1_CAS_Class1-Type-I_14,JAYIWD010000009.1_CAS_Cluster_15	Cas	CAS_Class1-Subtype-I-F	Defense
JAYIWD010000009.1	JAYIWD010000009.1_72	cas6f_I_II_III_IV_V_VI_3	1662	CasFinder/CAS_Class1-Subtype-I-F	JAYIWD010000009.1_CAS_Class1-Subtype-I-F_13	1	1	0.833	5.0	1	cas6f_I_II_III_IV_V_VI_3	accessory	119	6.299999999999999e-35	118.9	0.632	0.983	2	118		JAYIWD010000009.1_CAS_Class1-Type-I_14,JAYIWD010000009.1_CAS_Cluster_15	Cas	CAS_Class1-Subtype-I-F	Defense
JAYIWD010000009.1	JAYIWD010000009.1_91	SoFic__SoFic	1681	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAYIWD010000009.1_SoFic_8	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	373	3.4e-121	402.7	0.975	0.93	9	355			SoFIC	SoFic	Defense
JAYIWD010000011.1	JAYIWD010000011.1_6	SoFic__SoFic	1892	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAYIWD010000011.1_SoFic_6	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	383	1.1e-108	361.6	0.983	0.953	17	381			SoFIC	SoFic	Defense
JAYIWD010000022.1	JAYIWD010000022.1_1	Thoeris_I__ThsA_new_grand	2916	defense-finder-models/DefenseFinder/Thoeris/Thoeris_I	JAYIWD010000022.1_Thoeris_I_3	1	1	1.0	2.0	1	Thoeris_I__ThsA_new_grand	mandatory	488	4.9e-99	329.9	0.983	0.977	6	482			Thoeris	Thoeris_I	Defense
JAYIWD010000022.1	JAYIWD010000022.1_2	Thoeris__ThsB_Global	2917	defense-finder-models/DefenseFinder/Thoeris/Thoeris_I	JAYIWD010000022.1_Thoeris_I_3	1	1	1.0	2.0	1	Thoeris__ThsB_Global	mandatory	168	2.5e-34	116.7	0.772	0.988	1	166			Thoeris	Thoeris_I	Defense
JAYIWD010000025.1	JAYIWD010000025.1_26	Zorya_III__ZorG3	3155	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIWD010000025.1_Zorya_TypeIII_7	1	1	1.0	4.0	1	Zorya_III__ZorG3	mandatory	247	1.4000000000000001e-89	298.1	0.892	0.992	1	245			Zorya	Zorya_TypeIII	Defense
JAYIWD010000025.1	JAYIWD010000025.1_27	Zorya__ZorA	3156	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIWD010000025.1_Zorya_TypeIII_7	1	1	1.0	4.0	1	Zorya__ZorA2	mandatory	886	4e-05	20.4	0.694	0.588	109	629			Zorya	Zorya_TypeIII	Defense
JAYIWD010000025.1	JAYIWD010000025.1_28	Zorya__ZorB	3157	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIWD010000025.1_Zorya_TypeIII_7	1	1	1.0	4.0	1	Zorya__ZorB	mandatory	220	3.3e-14	50.7	0.8	0.873	10	201			Zorya	Zorya_TypeIII	Defense
JAYIWD010000025.1	JAYIWD010000025.1_29	Zorya_III__ZorF3	3158	defense-finder-models/DefenseFinder/Zorya/Zorya_TypeIII	JAYIWD010000025.1_Zorya_TypeIII_7	1	1	1.0	4.0	1	Zorya_III__ZorF3	mandatory	238	2.1000000000000002e-73	245.1	0.823	0.975	2	233			Zorya	Zorya_TypeIII	Defense
JAYIWD010000034.1	JAYIWD010000034.1_10	Wadjet__JetC_I	3602	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	JAYIWD010000034.1_Wadjet_I_5	1	1	0.75	3.0	1	Wadjet__JetC_I	mandatory	1339	0.0	1191.4	0.994	0.82	25	1122		JAYIWD010000034.1_Wadjet_4	Wadjet	Wadjet_I	Defense
