sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JBEFWD010000004.1_RloC_5	RloC	RloC	Defense	JBEFWD010000004.1_244	JBEFWD010000004.1_244	JBEFWD010000004.1_244	1	RloC__RloC
JBEFWD010000007.1_CapRel_1	CapRel	CapRel	Defense	JBEFWD010000007.1_174	JBEFWD010000007.1_174	JBEFWD010000007.1_174	1	CapRel__CapRel
JBEFWD010000010.1_RM_Type_I_14	RM	RM_Type_I	Defense	JBEFWD010000010.1_48	JBEFWD010000010.1_51	JBEFWD010000010.1_48,JBEFWD010000010.1_49,JBEFWD010000010.1_51	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
JBEFWD010000010.1_RM_Type_II_15	RM	RM_Type_II	Defense	JBEFWD010000010.1_121	JBEFWD010000010.1_122	JBEFWD010000010.1_121,JBEFWD010000010.1_122	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase06
JBEFWD010000013.1_RM_Type_I_17	RM	RM_Type_I	Defense	JBEFWD010000013.1_87	JBEFWD010000013.1_91	JBEFWD010000013.1_87,JBEFWD010000013.1_90,JBEFWD010000013.1_91	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
JBEFWD010000017.1_SoFic_10	SoFIC	SoFic	Defense	JBEFWD010000017.1_88	JBEFWD010000017.1_88	JBEFWD010000017.1_88	1	SoFic__SoFic
JBEFWD010000018.1_RM_Type_IV_12	RM	RM_Type_IV	Defense	JBEFWD010000018.1_20	JBEFWD010000018.1_21	JBEFWD010000018.1_20,JBEFWD010000018.1_21	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JBEFWD010000021.1_PD-T7-5_11	PD-T7-5	PD-T7-5	Defense	JBEFWD010000021.1_65	JBEFWD010000021.1_65	JBEFWD010000021.1_65	1	PD-T7-5__PD-T7-5
JBEFWD010000027.1_Wadjet_I_4	Wadjet	Wadjet_I	Defense	JBEFWD010000027.1_9	JBEFWD010000027.1_12	JBEFWD010000027.1_9,JBEFWD010000027.1_11,JBEFWD010000027.1_12	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JBEFWD010000027.1_DS-32_2	DS-32	DS-32	Defense	JBEFWD010000027.1_40	JBEFWD010000027.1_41	JBEFWD010000027.1_40,JBEFWD010000027.1_41	2	DS-32__DS-32A,DS-32__DS-32B
JBEFWD010000032.1_SoFic_7	SoFIC	SoFic	Defense	JBEFWD010000032.1_16	JBEFWD010000032.1_16	JBEFWD010000032.1_16	1	SoFic__SoFic
JBEFWD010000033.1_Zorya_TypeIII_6	Zorya	Zorya_TypeIII	Defense	JBEFWD010000033.1_8	JBEFWD010000033.1_11	JBEFWD010000033.1_8,JBEFWD010000033.1_10,JBEFWD010000033.1_11	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JBEFWD010000036.1_Mokosh_TypeII_9	Mokosh	Mokosh_TypeII	Defense	JBEFWD010000036.1_5	JBEFWD010000036.1_5	JBEFWD010000036.1_5	1	Mokosh_TypeII__MkoC
JBEFWD010000036.1_Gabija_8	Gabija	Gabija	Defense	JBEFWD010000036.1_6	JBEFWD010000036.1_7	JBEFWD010000036.1_6,JBEFWD010000036.1_7	2	Gabija__GajA,Gabija__GajB_1
