hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JAYGWY010000001.1_1	JAYGWY010000001.1	1	293	PD-T7-2__PD-T7-2_A	4.5e-28	96.1	0.579	0.877	17	273
JAYGWY010000001.1_1	JAYGWY010000001.1	1	293	Gao_Her_SIR__SIR2	1e-48	164.4	0.417	0.584	111	281
JAYGWY010000001.1_54	JAYGWY010000001.1	54	180	DarTG__DarG	2.2999999999999997e-67	225.1	0.739	0.972	1	175
JAYGWY010000002.1_29	JAYGWY010000002.1	336	1168	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.2e-10	39.1	0.635	0.406	657	1130
JAYGWY010000002.1_29	JAYGWY010000002.1	336	1168	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	7.7e-12	42.0	0.434	0.415	1	485
JAYGWY010000002.1_29	JAYGWY010000002.1	336	1168	Wadjet__JetC_I	1.2e-13	47.8	0.45	0.43	341	842
JAYGWY010000002.1_47	JAYGWY010000002.1	354	482	DEDDh_I_II_III_IV_V_VI_1	5.9e-17	60.2	0.975	0.373	6	185
JAYGWY010000002.1_78	JAYGWY010000002.1	385	215	DEDDh_I_II_III_IV_V_VI_1	1.9e-24	84.6	0.994	0.814	26	200
JAYGWY010000002.1_148	JAYGWY010000002.1	455	242	Zorya__ZorB	1.7e-11	41.8	0.562	0.558	93	227
JAYGWY010000002.1_158	JAYGWY010000002.1	465	256	Gao_Qat__QatD	4.5e-17	60.1	0.953	0.973	2	250
JAYGWY010000002.1_159	JAYGWY010000002.1	466	277	CBASS__AG_E1_ThiF	3.7e-35	119.4	0.582	0.516	20	162
JAYGWY010000002.1_295	JAYGWY010000002.1	602	831	BREX__brxHI	2.3e-50	169.6	0.854	0.762	23	655
JAYGWY010000002.1_295	JAYGWY010000002.1	602	831	Shango__SngC	4.8e-63	211.8	0.869	0.771	16	656
