sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYILT010000002.1_Shango_4	Shango	Shango	Defense	JAYILT010000002.1_310	JAYILT010000002.1_312	JAYILT010000002.1_310,JAYILT010000002.1_311,JAYILT010000002.1_312	3	Shango__SngA,Shango__SngB,Shango__SngC
JAYILT010000003.1_Zorya_TypeIII_2	Zorya	Zorya_TypeIII	Defense	JAYILT010000003.1_419	JAYILT010000003.1_422	JAYILT010000003.1_419,JAYILT010000003.1_421,JAYILT010000003.1_422	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYILT010000003.1_RM_Type_II_9	RM	RM_Type_II	Defense	JAYILT010000003.1_490	JAYILT010000003.1_492	JAYILT010000003.1_490,JAYILT010000003.1_492	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase38
JAYILT010000004.1_RM_Type_IV_12	RM	RM_Type_IV	Defense	JAYILT010000004.1_410	JAYILT010000004.1_411	JAYILT010000004.1_410,JAYILT010000004.1_411	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYILT010000006.1_Wadjet_I_7	Wadjet	Wadjet_I	Defense	JAYILT010000006.1_10	JAYILT010000006.1_12	JAYILT010000006.1_10,JAYILT010000006.1_11,JAYILT010000006.1_12	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
JAYILT010000006.1_SoFic_5	SoFIC	SoFic	Defense	JAYILT010000006.1_140	JAYILT010000006.1_140	JAYILT010000006.1_140	1	SoFic__SoFic
JAYILT010000008.1_PsyrTA_3	PsyrTA	PsyrTA	Defense	JAYILT010000008.1_62	JAYILT010000008.1_63	JAYILT010000008.1_62,JAYILT010000008.1_63	2	PsyrTA__PsyrA,PsyrTA__PsyrT
JAYILT010000009.1_RM_Type_I_11	RM	RM_Type_I	Defense	JAYILT010000009.1_159	JAYILT010000009.1_163	JAYILT010000009.1_159,JAYILT010000009.1_162,JAYILT010000009.1_163	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_52
JAYILT010000010.1_CAS_Class1-Subtype-I-F_13	Cas	CAS_Class1-Subtype-I-F	Defense	JAYILT010000010.1_53	JAYILT010000010.1_58	JAYILT010000010.1_53,JAYILT010000010.1_54,JAYILT010000010.1_55,JAYILT010000010.1_56,JAYILT010000010.1_57,JAYILT010000010.1_58	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JAYILT010000010.1_SoFic_8	SoFIC	SoFic	Defense	JAYILT010000010.1_85	JAYILT010000010.1_85	JAYILT010000010.1_85	1	SoFic__SoFic
JAYILT010000016.1_AbiD_1	AbiD	AbiD	Defense	JAYILT010000016.1_19	JAYILT010000016.1_19	JAYILT010000016.1_19	1	AbiD__AbiD
