sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
RRWY01000002.1_RM_Type_IIG_17	RM	RM_Type_IIG	Defense	RRWY01000002.1_2	RRWY01000002.1_2	RRWY01000002.1_2	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
RRWY01000003.1_AbiE_1	AbiE	AbiE	Defense	RRWY01000003.1_3	RRWY01000003.1_4	RRWY01000003.1_3,RRWY01000003.1_4	2	AbiEii__AbiEi_3,AbiEii__AbiEii
RRWY01000004.1_Gabija_2	Gabija	Gabija	Defense	RRWY01000004.1_7	RRWY01000004.1_8	RRWY01000004.1_7,RRWY01000004.1_8	2	Gabija__GajA,Gabija__GajB_3
RRWY01000017.1_RM_Type_IV_16	RM	RM_Type_IV	Defense	RRWY01000017.1_199	RRWY01000017.1_199	RRWY01000017.1_199	1	RM_Type_IV__FAM_1
RRWY01000024.1_RloC_9	RloC	RloC	Defense	RRWY01000024.1_56	RRWY01000024.1_56	RRWY01000024.1_56	1	RloC__RloC
RRWY01000026.1_Mokosh_TypeII_4	Mokosh	Mokosh_TypeII	Defense	RRWY01000026.1_260	RRWY01000026.1_260	RRWY01000026.1_260	1	Mokosh_TypeII__MkoC
RRWY01000026.1_Gabija_3	Gabija	Gabija	Defense	RRWY01000026.1_261	RRWY01000026.1_262	RRWY01000026.1_261,RRWY01000026.1_262	2	Gabija__GajA,Gabija__GajB_1
RRWY01000027.1_Zorya_TypeIII_7	Zorya	Zorya_TypeIII	Defense	RRWY01000027.1_305	RRWY01000027.1_308	RRWY01000027.1_305,RRWY01000027.1_306,RRWY01000027.1_307,RRWY01000027.1_308	4	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorA,Zorya__ZorB
RRWY01000029.1_SoFic_10	SoFIC	SoFic	Defense	RRWY01000029.1_93	RRWY01000029.1_93	RRWY01000029.1_93	1	SoFic__SoFic
RRWY01000031.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	RRWY01000031.1_10	RRWY01000031.1_13	RRWY01000031.1_10,RRWY01000031.1_12,RRWY01000031.1_13	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
RRWY01000033.1_RM_Type_I_13	RM	RM_Type_I	Defense	RRWY01000033.1_43	RRWY01000033.1_47	RRWY01000033.1_43,RRWY01000033.1_44,RRWY01000033.1_47	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_52
RRWY01000037.1_SoFic_8	SoFIC	SoFic	Defense	RRWY01000037.1_6	RRWY01000037.1_6	RRWY01000037.1_6	1	SoFic__SoFic
RRWY01000039.1_RM_Type_IV_11	RM	RM_Type_IV	Defense	RRWY01000039.1_280	RRWY01000039.1_281	RRWY01000039.1_280,RRWY01000039.1_281	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
RRWY01000057.1_PrrC_14	PrrC	PrrC	Defense	RRWY01000057.1_15	RRWY01000057.1_19	RRWY01000057.1_15,RRWY01000057.1_16,RRWY01000057.1_17,RRWY01000057.1_19	4	PrrC__PrrC,RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
