sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
CP168119.1_CBASS_I_4	CBASS	CBASS_I	Defense	CP168119.1_59	CP168119.1_60	CP168119.1_59,CP168119.1_60	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
CP168119.1_CAS_Class1-Subtype-I-F_19	Cas	CAS_Class1-Subtype-I-F	Defense	CP168119.1_250	CP168119.1_255	CP168119.1_250,CP168119.1_251,CP168119.1_252,CP168119.1_253,CP168119.1_254,CP168119.1_255	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
CP168119.1_AbiU_1	AbiU	AbiU	Defense	CP168119.1_581	CP168119.1_581	CP168119.1_581	1	AbiU__AbiU
CP168119.1_RM_Type_IV_17	RM	RM_Type_IV	Defense	CP168119.1_1312	CP168119.1_1313	CP168119.1_1312,CP168119.1_1313	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
CP168119.1_PD-Lambda-5_13	PD-Lambda-5	PD-Lambda-5	Defense	CP168119.1_2393	CP168119.1_2394	CP168119.1_2393,CP168119.1_2394	2	PD-Lambda-5__PD-Lambda-5_A,PD-Lambda-5__PD-Lambda-5_B
CP168119.1_Gabija_5	Gabija	Gabija	Defense	CP168119.1_2546	CP168119.1_2547	CP168119.1_2546,CP168119.1_2547	2	Gabija__GajA,Gabija__GajB_2
CP168119.1_RM_Type_IV_18	RM	RM_Type_IV	Defense	CP168119.1_2567	CP168119.1_2567	CP168119.1_2567	1	RM_Type_IV__Type_IV_03
CP168119.1_JukAB_8	JukAB	JukAB	Defense	CP168119.1_2821	CP168119.1_2822	CP168119.1_2821,CP168119.1_2822	2	JukAB__JukA,JukAB__JukB
CP168119.1_RM_Type_IIG_16	RM	RM_Type_IIG	Defense	CP168119.1_2883	CP168119.1_2883	CP168119.1_2883	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
CP168119.1_Shedu_9	Shedu	Shedu	Defense	CP168119.1_2891	CP168119.1_2891	CP168119.1_2891	1	Shedu__SduA
CP168119.1_RM_Type_I_15	RM	RM_Type_I	Defense	CP168119.1_3044	CP168119.1_3047	CP168119.1_3044,CP168119.1_3045,CP168119.1_3047	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
CP168119.1_Avs_III_2	Avs	Avs_III	Defense	CP168119.1_3378	CP168119.1_3380	CP168119.1_3378,CP168119.1_3380	2	Avs_III__Avs3A,Avs_III__Avs3B
CP168119.1_Zorya_TypeIII_12	Zorya	Zorya_TypeIII	Defense	CP168119.1_3635	CP168119.1_3638	CP168119.1_3635,CP168119.1_3637,CP168119.1_3638	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
CP168119.1_Wadjet_I_11	Wadjet	Wadjet_I	Defense	CP168119.1_4088	CP168119.1_4091	CP168119.1_4088,CP168119.1_4089,CP168119.1_4090,CP168119.1_4091	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
CP168119.1_HEC-01_6	HEC-01	HEC-01	Defense	CP168119.1_4092	CP168119.1_4093	CP168119.1_4092,CP168119.1_4093	2	HEC-01__HEC-01A,HEC-01__HEC-01B
CP168119.1_HEC-04_7	HEC-04	HEC-04	Defense	CP168119.1_4123	CP168119.1_4123	CP168119.1_4123	1	HEC-04__HEC-04
