replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
JAYIMP010000002.1	JAYIMP010000002.1_93	RM__Type_I_REases_FAM_0.einsi_trimmed	429	defense-finder-models/RM/RM/RM_Type_I	JAYIMP010000002.1_RM_Type_I_16	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1097	2.7e-229	762.1	0.98	0.964	10	1067		JAYIMP010000002.1_PrrC_15	RM	RM_Type_I	Defense
JAYIMP010000002.1	JAYIMP010000002.1_94	RM__Type_I_S_51	430	defense-finder-models/RM/RM/RM_Type_I	JAYIMP010000002.1_RM_Type_I_16	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	284	4.9000000000000004e-60	201.2	0.574	0.989	1	281		JAYIMP010000002.1_PrrC_15	RM	RM_Type_I	Defense
JAYIMP010000002.1	JAYIMP010000002.1_97	RM__Type_I_MTases_FAM_0	433	defense-finder-models/RM/RM/RM_Type_I	JAYIMP010000002.1_RM_Type_I_16	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	503	1.6e-166	553.0	0.992	0.99	4	501		JAYIMP010000002.1_PrrC_15	RM	RM_Type_I	Defense
JAYIMP010000002.1	JAYIMP010000002.1_269	RM_Type_IV__FAM_1	605	defense-finder-models/RM/RM/RM_Type_IV	JAYIMP010000002.1_RM_Type_IV_17	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	843	8.3e-84	280.6	0.492	0.563	311	785			RM	RM_Type_IV	Defense
JAYIMP010000002.1	JAYIMP010000002.1_270	RM_Type_IV__FAM_2	606	defense-finder-models/RM/RM/RM_Type_IV	JAYIMP010000002.1_RM_Type_IV_17	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	432	1.3e-55	186.7	0.889	0.894	1	386			RM	RM_Type_IV	Defense
JAYIMP010000004.1	JAYIMP010000004.1_2	RloC__RloC	897	defense-finder-models/DefenseFinder/RloC/RloC	JAYIMP010000004.1_RloC_2	1	1	1.0	1.0	1	RloC__RloC	mandatory	869	2.7e-109	364.8	0.99	0.901	80	862			RloC	RloC	Defense
JAYIMP010000012.1	JAYIMP010000012.1_66	SoFic__SoFic	2434	defense-finder-models/DefenseFinder/SoFIC/SoFic	JAYIMP010000012.1_SoFic_11	1	1	1.0	1.0	1	SoFic__SoFic	mandatory	383	5.5e-123	408.7	0.961	0.901	18	362			SoFIC	SoFic	Defense
JAYIMP010000014.1	JAYIMP010000014.1_6	RM_Type_II__Type_II_MTases_FAM_0	2638	defense-finder-models/RM/RM/RM_Type_II	JAYIMP010000014.1_RM_Type_II_14	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	349	9.8e-78	259.9	0.978	0.974	5	344			RM	RM_Type_II	Defense
JAYIMP010000014.1	JAYIMP010000014.1_7	RM_Type_II__Type_II_REase06	2639	defense-finder-models/RM/RM/RM_Type_II	JAYIMP010000014.1_RM_Type_II_14	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	671	7.1999999999999995e-93	310.6	0.958	0.94	25	655			RM	RM_Type_II	Defense
JAYIMP010000014.1	JAYIMP010000014.1_77	RM__Type_I_MTases_FAM_3	2709	defense-finder-models/RM/RM/RM_Type_I	JAYIMP010000014.1_RM_Type_I_13	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	729	5.7e-258	855.4	0.995	0.995	2	726		JAYIMP010000014.1_PrrC_12	RM	RM_Type_I	Defense
