sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
JAYILB010000005.1_RM_Type_I_12	RM	RM_Type_I	Defense	JAYILB010000005.1_159	JAYILB010000005.1_163	JAYILB010000005.1_159,JAYILB010000005.1_160,JAYILB010000005.1_163	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_04
JAYILB010000008.1_Shango_9	Shango	Shango	Defense	JAYILB010000008.1_87	JAYILB010000008.1_89	JAYILB010000008.1_87,JAYILB010000008.1_88,JAYILB010000008.1_89	3	Shango__SngA,Shango__SngB,Shango__SngC
JAYILB010000011.1_CBASS_I_3	CBASS	CBASS_I	Defense	JAYILB010000011.1_68	JAYILB010000011.1_69	JAYILB010000011.1_68,JAYILB010000011.1_69	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
JAYILB010000011.1_DS-41_4	DS-41	DS-41	Defense	JAYILB010000011.1_132	JAYILB010000011.1_132	JAYILB010000011.1_132	1	DS-41__DS-41
JAYILB010000014.1_CAS_Class1-Subtype-I-F_14	Cas	CAS_Class1-Subtype-I-F	Defense	JAYILB010000014.1_73	JAYILB010000014.1_78	JAYILB010000014.1_73,JAYILB010000014.1_74,JAYILB010000014.1_75,JAYILB010000014.1_76,JAYILB010000014.1_77,JAYILB010000014.1_78	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
JAYILB010000015.1_Gabija_1	Gabija	Gabija	Defense	JAYILB010000015.1_1	JAYILB010000015.1_2	JAYILB010000015.1_1,JAYILB010000015.1_2	2	Gabija__GajA,Gabija__GajB_1
JAYILB010000017.1_RM_Type_IV_13	RM	RM_Type_IV	Defense	JAYILB010000017.1_15	JAYILB010000017.1_16	JAYILB010000017.1_15,JAYILB010000017.1_16	2	RM_Type_IV__FAM_1,RM_Type_IV__FAM_2
JAYILB010000018.1_Septu_10	Septu	Septu	Defense	JAYILB010000018.1_94	JAYILB010000018.1_95	JAYILB010000018.1_94,JAYILB010000018.1_95	2	Septu__PtuA,Septu__PtuB
JAYILB010000025.1_Mokosh_TypeII_7	Mokosh	Mokosh_TypeII	Defense	JAYILB010000025.1_1	JAYILB010000025.1_1	JAYILB010000025.1_1	1	Mokosh_TypeII__MkoC
JAYILB010000025.1_Zorya_TypeIII_8	Zorya	Zorya_TypeIII	Defense	JAYILB010000025.1_20	JAYILB010000025.1_23	JAYILB010000025.1_20,JAYILB010000025.1_21,JAYILB010000025.1_23	3	Zorya_III__ZorF3,Zorya_III__ZorG3,Zorya__ZorB
JAYILB010000032.1_Wadjet_I_6	Wadjet	Wadjet_I	Defense	JAYILB010000032.1_30	JAYILB010000032.1_33	JAYILB010000032.1_30,JAYILB010000032.1_31,JAYILB010000032.1_33	3	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I
