hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
JAYIWD010000001.1_64	JAYIWD010000001.1	64	174	DISARM__drmC	6.5e-15	53.3	0.411	0.655	9	122
JAYIWD010000001.1_89	JAYIWD010000001.1	89	432	RM_Type_IV__Type_IV_01	1.4e-48	164.8	0.665	0.799	39	383
JAYIWD010000001.1_89	JAYIWD010000001.1	89	432	RM_Type_IV__FAM_2	2.1e-54	182.8	0.884	0.889	1	384
JAYIWD010000001.1_90	JAYIWD010000001.1	90	843	RM_Type_IV__FAM_1	8.2e-84	280.6	0.492	0.563	311	785
JAYIWD010000001.1_126	JAYIWD010000001.1	126	414	Dnd__DndA	1.1000000000000002e-34	118.0	0.865	0.821	33	372
JAYIWD010000001.1_273	JAYIWD010000001.1	273	308	Brig1__ADP_ribosyl	1.2e-58	197.0	0.433	0.922	5	288
JAYIWD010000001.1_291	JAYIWD010000001.1	291	601	PsyrTA__PsyrT	3.4e-90	301.0	0.517	0.576	4	349
JAYIWD010000001.1_308	JAYIWD010000001.1	308	225	Dpd__QueC	2.8e-52	175.1	0.986	0.978	2	221
JAYIWD010000001.1_309	JAYIWD010000001.1	309	228	Dpd__QueE	9.8e-07	26.5	0.652	0.658	71	220
JAYIWD010000001.1_372	JAYIWD010000001.1	372	862	Dodola__DolB	2.8999999999999997e-22	77.2	0.592	0.275	487	723
JAYIWD010000002.1_8	JAYIWD010000002.1	394	874	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	4e-05	20.7	0.463	0.411	337	695
JAYIWD010000002.1_30	JAYIWD010000002.1	416	195	DEDDh_I_II_III_IV_V_VI_1	3.1e-11	41.6	0.956	0.805	12	168
JAYIWD010000002.1_178	JAYIWD010000002.1	564	1455	Shango__SngC	4.3999999999999997e-66	221.8	0.732	0.368	15	550
JAYIWD010000002.1_178	JAYIWD010000002.1	564	1455	BREX__brxHI	4.6e-69	231.4	0.696	0.362	15	541
JAYIWD010000002.1_188	JAYIWD010000002.1	574	340	WYL_I_II_III_IV_V_VI_4	2.7e-25	87.3	0.977	0.497	143	311
JAYIWD010000002.1_188	JAYIWD010000002.1	574	340	WYL_I_II_III_IV_V_VI_1	2.6e-49	166.3	0.974	0.918	4	315
JAYIWD010000003.1_8	JAYIWD010000003.1	591	461	RosmerTA__RmrA_2734955840	0.00091	16.3	0.437	0.41	15	203
JAYIWD010000003.1_38	JAYIWD010000003.1	621	831	BREX__brxHI	3.8e-50	168.9	0.854	0.762	23	655
JAYIWD010000003.1_38	JAYIWD010000003.1	621	831	Shango__SngC	2e-62	209.7	0.869	0.771	16	656
JAYIWD010000003.1_174	JAYIWD010000003.1	757	277	CBASS__AG_E1_ThiF	6.3e-35	118.6	0.59	0.523	20	164
JAYIWD010000003.1_175	JAYIWD010000003.1	758	256	Gao_Qat__QatD	4.4e-17	60.1	0.953	0.973	2	250
JAYIWD010000004.1_196	JAYIWD010000004.1	964	824	Dodola__DolB	1.3e-10	38.8	0.408	0.201	311	476
JAYIWD010000005.1_110	JAYIWD010000005.1	1075	235	CBASS__Endonuc_small	1.2e-10	39.5	0.461	0.468	19	128
JAYIWD010000005.1_110	JAYIWD010000005.1	1075	235	PD_DExK_I_II_III_IV_V_VI_5	3.1e-23	79.6	0.969	0.515	3	123
JAYIWD010000006.1_79	JAYIWD010000006.1	1193	145	Dpd__QueD	2.4e-57	190.4	0.967	0.8	29	144
JAYIWD010000006.1_103	JAYIWD010000006.1	1217	368	Veles__VlsB1	3.0999999999999998e-105	350.2	0.951	0.957	15	366
JAYIWD010000006.1_103	JAYIWD010000006.1	1217	368	Veles__VlsB2	1.7e-105	351.1	0.923	0.954	16	366
JAYIWD010000006.1_134	JAYIWD010000006.1	1248	333	HEC-01__HEC-01B	3.9e-85	284.1	0.808	0.976	6	330
JAYIWD010000007.1_65	JAYIWD010000007.1	1345	414	CBASS__AG_E1_ThiF	7.400000000000001e-71	236.3	0.996	0.577	153	391
JAYIWD010000007.1_86	JAYIWD010000007.1	1366	761	Dodola__DolB	1.2000000000000001e-20	71.8	0.488	0.252	430	621
JAYIWD010000007.1_121	JAYIWD010000007.1	1401	421	Veles__VlsB1	7.6e-123	408.2	0.973	0.86	57	418
JAYIWD010000007.1_121	JAYIWD010000007.1	1401	421	Veles__VlsB2	1.1999999999999998e-125	417.5	0.938	0.862	56	418
JAYIWD010000007.1_122	JAYIWD010000007.1	1402	335	Veles__VlsA1	1e-64	216.5	0.983	0.872	5	296
JAYIWD010000007.1_122	JAYIWD010000007.1	1402	335	Veles__VlsA2	2.7000000000000003e-65	218.2	0.976	0.86	5	292
JAYIWD010000008.1_57	JAYIWD010000008.1	1491	180	DarTG__DarG	2.2999999999999997e-67	225.1	0.739	0.972	1	175
JAYIWD010000008.1_96	JAYIWD010000008.1	1530	94	cas2_I_II_III_IV_V_VI_13	1.4e-08	32.7	0.972	0.926	1	87
JAYIWD010000009.1_3	JAYIWD010000009.1	1593	269	Gao_Qat__QatD	3.3e-15	54.0	0.791	0.766	16	221
JAYIWD010000009.1_12	JAYIWD010000009.1	1602	339	DISARM__drmC	2.6e-16	57.9	0.536	0.401	203	338
JAYIWD010000009.1_65	JAYIWD010000009.1	1655	330	cas1_I_II_III_IV_V_VI_10	1.8e-21	74.5	0.823	0.748	25	271
JAYIWD010000009.1_65	JAYIWD010000009.1	1655	330	cas1_I_II_III_IV_V_VI_1	2.5e-32	110.1	0.823	0.83	20	293
JAYIWD010000009.1_65	JAYIWD010000009.1	1655	330	cas1_I_II_III_IV_V_VI_2	2.1000000000000002e-57	192.3	0.988	0.818	20	289
JAYIWD010000009.1_65	JAYIWD010000009.1	1655	330	cas1_I_II_III_IV_V_VI_8	1.3e-66	222.8	0.893	0.927	14	319
JAYIWD010000009.1_65	JAYIWD010000009.1	1655	330	cas1_I-F_1	2.4e-155	514.3	0.997	0.924	12	316
JAYIWD010000009.1_68	JAYIWD010000009.1	1658	452	cas8f_I-F_3	1.2000000000000002e-109	364.6	0.987	0.876	39	434
JAYIWD010000009.1_68	JAYIWD010000009.1	1658	452	cas8f_I-F_4	7.1e-128	424.9	1.0	0.865	39	429
