seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUINC010000113.1	522	No terminal repeats	1	11	1.0000	NA	1	1.7183	NA	NA
JAUINC010000044.1	41576	No terminal repeats	41	11	1.0000	NA	17	36.6161	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAUINC010000066.1	15962	No terminal repeats	17	11	1.0000	NA	1	4.1647	NA	NA
JAUINC010000085.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAUINC010000078.1	5901	No terminal repeats	6	11	0.9998	NA	0	1.5922	NA	NA
JAUINC010000077.1	5990	No terminal repeats	5	11	0.9997	NA	1	3.4366	T_virB6	NA
JAUINC010000074.1	8046	No terminal repeats	10	11	0.9996	NA	0	0.7327	NA	NA
JAUINC010000068.1	14970	No terminal repeats	13	11	0.9993	NA	0	2.2371	NA	NA
JAUINC010000087.1	2707	No terminal repeats	3	11	0.9983	NA	2	2.6906	virb4;T_virB6	NA
JAUINC010000048.1	36754	No terminal repeats	30	11	0.9978	NA	0	3.3434	NA	NA
JAUINC010000058.1	25901	No terminal repeats	24	11	0.9954	NA	0	1.6063	NA	NA
JAUINC010000072.1	9649	No terminal repeats	7	11	0.9815	NA	0	0.2071	NA	NA
JAUINC010000034.1	58250	No terminal repeats	47	11	0.9105	NA	0	0.6480	NA	NF033135
JAUINC010000081.1	5642	No terminal repeats	3	11	0.8059	NA	0	1.0004	NA	NA
JAUINC010000030.1	66577	No terminal repeats	63	11	0.7853	NA	0	0.8536	NA	NF000496
JAUINC010000069.1	13319	No terminal repeats	10	11	0.7545	NA	0	1.2803	NA	NA
JAUINC010000075.1	7868	No terminal repeats	4	11	0.7051	NA	0	0.7223	NA	NA
