gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JBEFUT010000032.1_1	799	2907	2109	1	0.646	11	None	GENOMAD.151917.PC	2.93e-09	63	0	0	0	1	NA	NA	NA	PF12729;K05874;COG5278	Four helix bundle sensory module for signal transduction
JBEFUT010000032.1_2	3160	5208	2049	-1	0.634	11	GGA/GAG/AGG	GENOMAD.127342.CP	1.326e-16	87	0	0	0	1	NA	NA	NA	PF11854;PF07715;TIGR01776;COG4773;K16090	TonB-dependent lactoferrin and transferrin receptors
JBEFUT010000032.1_3	5501	5926	426	1	0.655	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBEFUT010000032.1_4	6058	6333	276	1	0.572	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBEFUT010000032.1_5	6532	7674	1143	1	0.647	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBEFUT010000032.1_6	7801	9027	1227	1	0.625	11	None	GENOMAD.146175.CP	6.415e-199	619	0	0	0	1	NA	NA	NA	COG2835;K03000	Uncharacterized conserved protein YbaR, Trm112 family
JBEFUT010000032.1_7	9024	9278	255	1	0.596	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBEFUT010000032.1_8	9524	9940	417	-1	0.674	11	GGA/GAG/AGG	GENOMAD.136569.CP	9.185e-11	61	0	0	0	1	NA	NA	NA	PF01638;COG1733;TIGR02719;K21885	DNA-binding transcriptional regulator, HxlR family
JBEFUT010000032.1_9	10183	11391	1209	1	0.686	11	GGAG/GAGG	GENOMAD.168138.CP	3.611e-78	269	0	0	0	1	NA	NA	NF033135	PF01306;K08194;TIGR00903;COG2223	major facilitator 4 family protein
JBEFUT010000032.1_10	11444	12022	579	-1	0.672	11	GGAG/GAGG	GENOMAD.146100.CP	1.669e-37	141	0	0	0	1	NA	NA	NA	COG4549	Uncharacterized protein YcnI, contains cohesin/reeler-like domain
JBEFUT010000032.1_11	12113	12724	612	-1	0.600	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBEFUT010000032.1_12	13855	14730	876	1	0.662	11	AGGAG	GENOMAD.177094.PC	2.418e-134	426	0	0	0	1	NA	NA	NA	PF16363;K19267;TIGR03649;COG0702	ergot alkaloid biosynthesis protein, AFUA_2G17970 family
JBEFUT010000032.1_13	14933	17023	2091	1	0.612	11	None	GENOMAD.053052.VV	6.81e-17	88	0	0	0	1	NA	NA	NA	PF01431;K07386;COG3590	Predicted metalloendopeptidase
JBEFUT010000032.1_14	17131	17814	684	-1	0.661	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBEFUT010000032.1_15	18205	19242	1038	-1	0.663	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBEFUT010000032.1_16	19458	20768	1311	-1	0.657	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBEFUT010000032.1_17	20765	21181	417	-1	0.643	11	AGGAG	GENOMAD.194577.PC	1.071e-76	251	0	0	0	1	NA	NA	NA	PF09990;COG4244	NA
JBEFUT010000032.1_18	21846	23117	1272	1	0.662	11	GGA/GAG/AGG	GENOMAD.181208.CP	6.725e-37	148	0	0	0	1	NA	NA	NA	K20962;COG3604;TIGR01817	Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains
