seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBEFUT010000034.1	34125	No terminal repeats	31	11	0.9988	NA	0	1.4727	NA	NA
JBEFUT010000032.1	35646	No terminal repeats	25	11	0.9988	NA	0	1.5168	NA	NF033135
JBEFUT010000040.1	22566	No terminal repeats	21	11	0.9980	NA	0	1.3735	NA	NA
JBEFUT010000046.1	6687	No terminal repeats	6	11	0.9976	NA	0	1.1355	NA	NA
JBEFUT010000037.1	31920	No terminal repeats	29	11	0.9975	NA	0	2.0578	NA	NA
JBEFUT010000044.1	12204	No terminal repeats	10	11	0.9962	NA	0	1.5622	NA	NA
JBEFUT010000041.1	20305	No terminal repeats	21	11	0.9935	NA	0	0.3959	NA	NA
JBEFUT010000050.1	5222	No terminal repeats	5	11	0.9742	NA	0	0.2071	NA	NA
JBEFUT010000047.1	5951	No terminal repeats	4	11	0.9590	NA	0	1.1813	NA	NF012174
JBEFUT010000055.1	2319	No terminal repeats	3	11	0.9533	NA	1	0.8364	NA	NA
