seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUIPH010000076.1	2042	No terminal repeats	3	11	1.0000	NA	1	4.2158	MOBQ	NA
JAUIPH010000042.1	29579	No terminal repeats	31	11	1.0000	NA	17	30.7770	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAUIPH010000068.1	3706	No terminal repeats	5	11	1.0000	NA	0	3.8793	NA	NA
JAUIPH010000054.1	16100	No terminal repeats	17	11	1.0000	NA	1	4.1647	NA	NA
JAUIPH010000055.1	11737	No terminal repeats	10	11	1.0000	NA	0	5.8391	NA	NA
JAUIPH010000060.1	8475	No terminal repeats	8	11	1.0000	NA	0	2.5688	NA	NA
JAUIPH010000059.1	9237	No terminal repeats	11	11	0.9999	NA	0	1.5596	NA	NA
JAUIPH010000070.1	3179	No terminal repeats	4	11	0.9998	NA	1	3.4366	T_virB6	NA
JAUIPH010000063.1	8046	No terminal repeats	10	11	0.9993	NA	0	0.7327	NA	NA
JAUIPH010000036.1	36738	No terminal repeats	30	11	0.9978	NA	0	3.3434	NA	NA
JAUIPH010000072.1	2782	No terminal repeats	3	11	0.9972	NA	2	2.6906	T_virB6;virb4	NA
JAUIPH010000047.1	27384	No terminal repeats	26	11	0.9872	NA	0	1.6063	NA	NA
JAUIPH010000058.1	9649	No terminal repeats	7	11	0.9815	NA	0	0.2071	NA	NA
