seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAYIRC010000001.1	406	6	1	1	11	0.2938	0.8528	0.2759	0.0000	0.7241	0.0000	0.0517	0.2414	0.0271	0.0690	0.0000	0.0025	0.0197	0.0000	0.0197	0.3202	0.0714	0.0394	0.7889	0.5618	0.0000	0.0000	0.0000	0.0000	0.0025	44.3085	-118.9327	-400.0892
JAYIRC010000002.1	292	5	1	1	11	0.3093	0.8751	0.3082	0.0000	0.6918	0.0000	0.0479	0.2945	0.0274	0.0274	0.0137	0.0000	0.0068	0.0034	0.0000	0.3699	0.0411	0.0103	0.7951	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	52.4490	-77.4007	-316.5579
JAYIRC010000003.1	286	4	0	0	11	0.2947	0.8553	0.2727	0.0000	0.7273	0.0000	0.0699	0.3147	0.0350	0.0420	0.0035	0.0000	0.0070	0.0000	0.0070	0.4196	0.0455	0.0140	0.7833	0.6012	0.0000	0.0000	0.0000	0.0000	0.0035	59.3446	-91.4224	-347.7703
JAYIRC010000004.1	233	1	0	0	11	0.3405	0.8756	0.3691	0.0000	0.6309	0.0000	0.0773	0.3476	0.0258	0.0515	0.0000	0.0000	0.0043	0.0000	0.0000	0.4506	0.0515	0.0043	0.8031	0.5943	0.0000	0.0000	0.0000	0.0000	0.0000	57.5529	-69.1950	-314.3018
JAYIRC010000005.1	210	0	2	0	11	0.2632	0.8557	0.2667	0.0000	0.7333	0.0000	0.0429	0.2429	0.0095	0.0429	0.0143	0.0048	0.0095	0.0048	0.0095	0.2952	0.0619	0.0238	0.7550	0.6428	0.0000	0.0000	0.0000	0.0005	0.0000	4.3608	-28.5835	-198.3656
JAYIRC010000006.1	166	2	0	0	11	0.2970	0.8418	0.2530	0.0000	0.7470	0.0000	0.0361	0.3193	0.0060	0.0422	0.0060	0.0000	0.0181	0.0000	0.0120	0.3614	0.0482	0.0301	0.7820	0.5959	0.0000	0.0000	0.0000	0.0000	0.0000	21.2274	-41.1039	-185.4062
JAYIRC010000007.1	152	5	1	0	11	0.3311	0.8485	0.1908	0.0000	0.8092	0.0000	0.0197	0.1842	0.0263	0.0724	0.0263	0.0066	0.0000	0.0000	0.0066	0.2303	0.1053	0.0066	0.7578	0.6451	0.0000	0.0000	0.0000	0.0333	0.0000	2.8700	-12.2559	-130.0665
JAYIRC010000008.1	126	1	0	1	11	0.3360	0.8895	0.3095	0.0000	0.6905	0.0000	0.0873	0.2381	0.0159	0.0635	0.0000	0.0000	0.0159	0.0000	0.0317	0.3413	0.0635	0.0476	0.7703	0.5105	0.0000	0.0000	0.0000	0.0000	0.0079	17.0592	-42.1182	-123.9126
JAYIRC010000009.1	89	1	0	1	11	0.3295	0.8516	0.2584	0.0000	0.7416	0.0000	0.0449	0.2809	0.0449	0.0225	0.0112	0.0000	0.0000	0.0000	0.0337	0.3708	0.0337	0.0337	0.7846	0.5942	0.0000	0.0000	0.0000	0.0003	0.0000	8.9545	-26.1960	-89.5596
JAYIRC010000010.1	105	0	0	0	11	0.2885	0.8747	0.3143	0.0000	0.6857	0.0000	0.0762	0.3333	0.0286	0.0190	0.0000	0.0000	0.0571	0.0000	0.0095	0.4381	0.0190	0.0667	0.8138	0.4553	0.0000	0.0000	0.0001	0.0000	0.0000	29.9705	-57.8365	-122.3127
JAYIRC010000011.1	78	4	0	0	11	0.1948	0.8562	0.2821	0.0000	0.7179	0.0000	0.0513	0.2564	0.0641	0.0513	0.0000	0.0000	0.0128	0.0000	0.0000	0.3718	0.0513	0.0128	0.7610	0.6380	0.0000	0.0000	0.0000	0.0003	0.0000	12.9822	-23.7350	-85.2739
JAYIRC010000012.1	90	0	0	0	11	0.3933	0.8640	0.3444	0.0000	0.6556	0.0000	0.1333	0.3000	0.0111	0.0111	0.0000	0.0000	0.0333	0.0000	0.0333	0.4444	0.0111	0.0667	0.8986	0.3100	0.0000	0.0000	0.0050	0.0000	0.0333	30.0705	-52.5606	-95.2546
JAYIRC010000013.1	84	0	1	0	11	0.3012	0.8604	0.2143	0.0000	0.7857	0.0000	0.0357	0.1667	0.0119	0.0714	0.0000	0.0000	0.0119	0.0000	0.0238	0.2143	0.0714	0.0357	0.7624	0.6073	0.0000	0.0000	0.0010	0.0104	0.0000	3.2708	-16.2528	-60.4582
JAYIRC010000014.1	93	1	0	0	11	0.3261	0.7786	0.3656	0.0000	0.6344	0.0000	0.0108	0.2581	0.0108	0.1290	0.0108	0.0000	0.0000	0.0000	0.0000	0.2796	0.1398	0.0000	0.6629	0.7487	0.0000	0.0000	0.0000	0.1745	0.0000	2.5913	-4.4632	-110.8171
JAYIRC010000015.1	94	2	0	0	11	0.3548	0.8214	0.2553	0.0000	0.7447	0.0000	0.0851	0.2979	0.0638	0.0319	0.0106	0.0000	0.0106	0.0000	0.0106	0.4468	0.0426	0.0213	0.8032	0.5774	0.0000	0.0000	0.0000	0.0000	0.0000	26.0158	-43.3309	-111.7051
JAYIRC010000016.1	94	2	0	0	11	0.2366	0.8639	0.2553	0.0000	0.7447	0.0000	0.0319	0.2234	0.0106	0.0426	0.0319	0.0106	0.0000	0.0000	0.0106	0.2660	0.0851	0.0106	0.8249	0.5652	0.0000	0.0000	0.0000	0.0061	0.0000	6.6750	-13.7447	-84.3464
JAYIRC010000017.1	81	0	0	0	11	0.1500	0.8873	0.3457	0.0000	0.6543	0.0000	0.0370	0.4198	0.0370	0.0123	0.0000	0.0000	0.0123	0.0000	0.0247	0.4938	0.0123	0.0370	0.7846	0.6122	0.0000	0.0000	0.0000	0.0000	0.0000	16.9495	-31.9758	-109.6097
JAYIRC010000018.1	91	1	0	0	11	0.2556	0.8726	0.3407	0.0000	0.6593	0.0000	0.0440	0.2857	0.0110	0.0440	0.0000	0.0000	0.0220	0.0110	0.0110	0.3407	0.0440	0.0440	0.7675	0.5938	0.0000	0.0000	0.0000	0.0003	0.0000	9.0029	-25.8339	-91.1717
JAYIRC010000019.1	78	0	0	0	11	0.4545	0.7865	0.3590	0.0000	0.6410	0.0000	0.0256	0.2564	0.0128	0.0128	0.0000	0.0000	0.0000	0.0000	0.0000	0.2949	0.0128	0.0000	0.7561	0.6545	0.0000	0.0000	0.0000	0.0394	0.0000	5.8033	-7.7775	-68.4261
JAYIRC010000020.1	68	0	0	0	11	0.4030	0.8731	0.2647	0.0000	0.7353	0.0000	0.0000	0.3382	0.0147	0.1176	0.0000	0.0000	0.0000	0.0147	0.0294	0.3529	0.1176	0.0441	0.6571	0.7414	0.0000	0.0000	0.0000	0.5491	0.0147	-6.2726	-5.6610	-88.8103
JAYIRC010000021.1	68	0	1	1	11	0.3731	0.8066	0.2794	0.0000	0.7206	0.0000	0.0294	0.3676	0.0588	0.0588	0.0147	0.0000	0.0588	0.0000	0.0000	0.4559	0.0735	0.0588	0.7870	0.5939	0.0000	0.0000	0.0000	0.0004	0.0000	8.3729	-28.6676	-92.8712
JAYIRC010000022.1	82	24	0	0	11	0.1728	0.8488	0.1707	0.0000	0.8293	0.0000	0.2195	0.2439	0.1098	0.0000	0.0000	0.0000	0.0122	0.0000	0.0244	0.5732	0.0000	0.0366	0.9728	0.0000	0.0000	0.0000	0.0290	0.0000	0.0122	50.5614	-70.9698	-96.2264
JAYIRC010000023.1	66	0	1	1	11	0.3538	0.8312	0.2576	0.0000	0.7424	0.0000	0.0152	0.2273	0.0000	0.1061	0.0152	0.0000	0.0000	0.0152	0.0152	0.2424	0.1212	0.0303	0.6460	0.7584	0.0000	0.0000	0.0000	0.5624	0.0000	-4.3427	-2.9256	-65.9768
JAYIRC010000024.1	80	0	0	0	11	0.4177	0.8751	0.3500	0.0000	0.6500	0.0000	0.1000	0.3000	0.0125	0.0625	0.0250	0.0000	0.0000	0.0000	0.0000	0.4125	0.0875	0.0000	0.7764	0.6302	0.0000	0.0000	0.0000	0.0015	0.0000	12.4181	-14.5450	-104.1436
