seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUINW010000100.1	2723	No terminal repeats	1	11	1.0000	NA	0	1.7183	NA	NA
JAUINW010000121.1	854	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUINW010000093.1	3568	No terminal repeats	5	11	1.0000	NA	0	2.9906	NA	NA
JAUINW010000086.1	7403	No terminal repeats	9	11	1.0000	NA	2	6.8731	B_traI;T_virB6	NA
JAUINW010000078.1	9685	No terminal repeats	10	11	1.0000	NA	2	8.9978	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAUINW010000099.1	2788	No terminal repeats	4	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUINW010000069.1	16614	No terminal repeats	17	11	0.9999	NA	0	2.8425	NA	NA
JAUINW010000096.1	2943	ITR	3	11	0.9999	NA	0	1.7183	NA	NA
JAUINW010000112.1	1324	No terminal repeats	2	11	0.9998	NA	1	3.4366	T_virB6	NA
JAUINW010000067.1	17087	No terminal repeats	14	11	0.9998	NA	0	2.2365	NA	NA
JAUINW010000126.1	695	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAUINW010000101.1	2567	No terminal repeats	2	11	0.9993	NA	0	1.5504	NA	NA
JAUINW010000054.1	27114	No terminal repeats	25	11	0.9953	NA	0	1.6063	NA	NA
JAUINW010000095.1	3468	No terminal repeats	5	11	0.9944	NA	0	0.9955	NA	NA
JAUINW010000088.1	6206	No terminal repeats	3	11	0.9853	NA	0	1.0004	NA	NA
JAUINW010000059.1	23156	No terminal repeats	22	11	0.9842	NA	0	2.1522	NA	NA
JAUINW010000084.1	7744	No terminal repeats	6	11	0.9625	NA	0	0.8983	NA	NA
JAUINW010000076.1	9942	No terminal repeats	8	11	0.9430	NA	0	0.2071	NA	NA
JAUINW010000080.1	9046	No terminal repeats	7	11	0.8283	NA	0	0.3254	NA	NA
