system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
1,JAYIVD010000001.1,HEC-01,JAYIVD010000001.1_166,PDLC04182,HEC-01A_WP_105482478.1,HEC-01A,5.9999999999999975e-192,6.699999999999997e-192,0.993,0.988,193743,194975,+,-,166,168,"PDLC04180,HEC-01A_WP_062996032.1, 1, 8.5e-30, 0.888, 0.89 | PDLC04175,HEC-01A_WP_211640766.1, 1, 7.5e-33, 0.915, 0.923 | PDLC04182,HEC-01A_WP_105482478.1, 1, 6.7e-192, 0.993, 0.988 | PDLC04179,HEC-01A_WP_123852116.1, 1, 5.2e-05, 0.117, 0.1 | PDLC04179,HEC-01A_WP_123852116.1, 2, 3.8e-16, 0.397, 0.351 | PDLC04184,HEC-01A_WP_097318232.1, 1, 6.7e-09, 0.109, 0.095 | PDLC04184,HEC-01A_WP_097318232.1, 2, 2.9e-25, 0.484, 0.457 | PDLC04174,HEC-01A_WP_202806903.1, 1, 1.5e-14, 0.448, 0.686 | PDLC04181,HEC-01A_WP_034574200.1, 1, 1.5e-12, 0.248, 0.235 | PDLC04181,HEC-01A_WP_034574200.1, 2, 6.7e-11, 0.37, 0.302 | PDLC04181,HEC-01A_WP_034574200.1, 3, 9.1, 0.08, 0.074 | PDLC04183,HEC-01A_WP_193205907.1, 1, 2.2e-40, 0.976, 0.973 | PDLC04177,HEC-01A_WP_199302758.1, 1, 3.5e-33, 0.903, 0.913 | PDLC04176,HEC-01A_WP_157306701.1, 1, 9.7e-34, 0.92, 0.919 | PDLC04178,HEC-01A_WP_002628442.1, 1, 9.2e-41, 0.82, 0.789 | PDLC04144,HEC-01B_WP_231583829.1, 1, 5e-97, 0.978, 0.975","PDLC04182, HEC-01A_WP_105482478.1, 6.7e-192, 0.993, 0.988 | PDLC04144, HEC-01B_WP_231583829.1, 5e-97, 0.978, 0.975 | PDLC04178, HEC-01A_WP_002628442.1, 9.2e-41, 0.82, 0.789 | PDLC04183, HEC-01A_WP_193205907.1, 2.2e-40, 0.976, 0.973 | PDLC04176, HEC-01A_WP_157306701.1, 9.7e-34, 0.92, 0.919"
1,JAYIVD010000001.1,HEC-01,JAYIVD010000001.1_167,PDLC04205,HEC-01B_WP_210225848.1,HEC-01B,4.9e-97,5.8e-97,0.946,0.986,194978,195643,+,-,167,168,"PDLC04191,HEC-01B_WP_108373334.1, 1, 0.00022, 0.257, 0.266 | PDLC04197,HEC-01B_WP_138974980.1, 1, 6.3e-05, 0.333, 0.365 | PDLC04196,HEC-01B_WP_026409402.1, 1, 3.1e-05, 0.252, 0.284 | PDLC04196,HEC-01B_WP_026409402.1, 2, 92, 0.108, 0.132 | PDLC04205,HEC-01B_WP_210225848.1, 1, 5.8e-97, 0.946, 0.986 | PDLC04203,HEC-01B_WP_080599585.1, 1, 6.7e-23, 0.748, 0.932 | PDLC04194,HEC-01B_WP_026975055.1, 1, 1.9, 0.243, 0.25 | PDLC04194,HEC-01B_WP_026975055.1, 2, 1.1e-07, 0.302, 0.314 | PDLC04193,HEC-01B_WP_201788763.1, 1, 1.6e-06, 0.23, 0.246 | PDLC04204,HEC-01B_WP_117543580.1, 1, 2.4e-24, 0.721, 0.937 | PDLC04143,HEC-01A_WP_207689501.1, 1, 380, 0.09, 0.105 | PDLC04143,HEC-01A_WP_207689501.1, 2, 2.1e-07, 0.356, 0.405 | PDLC04143,HEC-01A_WP_207689501.1, 3, 0.35, 0.135, 0.158 | PDLC04207,HEC-01B_WP_093457186.1, 1, 0.066, 0.216, 0.246 | PDLC04202,HEC-01B_WP_170163002.1, 1, 9.7e-35, 0.959, 0.985 | PDLC04200,HEC-01B_WP_203408937.1, 1, 0.086, 0.257, 0.284 | PDLC04200,HEC-01B_WP_203408937.1, 2, 2.2, 0.117, 0.133 | PDLC04206,HEC-01B_WP_118569729.1, 1, 2.3e-56, 0.955, 0.982","PDLC04205, HEC-01B_WP_210225848.1, 5.8e-97, 0.946, 0.986 | PDLC04206, HEC-01B_WP_118569729.1, 2.3e-56, 0.955, 0.982 | PDLC04202, HEC-01B_WP_170163002.1, 9.7e-35, 0.959, 0.985 | PDLC04204, HEC-01B_WP_117543580.1, 2.4e-24, 0.721, 0.937 | PDLC04203, HEC-01B_WP_080599585.1, 6.7e-23, 0.748, 0.932"
2,JAYIVD010000006.1,PDC-S08,JAYIVD010000006.1_92,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,1.2999999999999995e-127,2.0999999999999993e-127,0.981,0.935,106923,107888,+,-,92,142,"PDLC04900,PDC-S08_WP_202707215.1, 1, 2.1e-127, 0.981, 0.935","PDLC04900, PDC-S08_WP_202707215.1, 2.1e-127, 0.981, 0.935"
3,JAYIVD010000006.1,PDC-S55,JAYIVD010000006.1_94,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,2.8999999999999997e-35,3.5e-35,0.932,0.984,108665,109237,-,-,94,142,"PDLC05037,PDC-S55_WP_162277864.1, 1, 3.5e-35, 0.932, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 3.5e-35, 0.932, 0.984"
4,JAYIVD010000007.1,HEC-01,JAYIVD010000007.1_16,PDLC04210,HEC-01B_WP_071536491.1,HEC-01B,1.1e-14,1.5e-14,0.688,0.664,22622,23266,-,-,16,124,"PDLC04191,HEC-01B_WP_108373334.1, 1, 0.008, 0.298, 0.302 | PDLC04191,HEC-01B_WP_108373334.1, 2, 460, 0.116, 0.135 | PDLC04197,HEC-01B_WP_138974980.1, 1, 360, 0.07, 0.078 | PDLC04197,HEC-01B_WP_138974980.1, 2, 3e-04, 0.447, 0.448 | PDLC04205,HEC-01B_WP_210225848.1, 1, 0.0011, 0.344, 0.347 | PDLC04210,HEC-01B_WP_071536491.1, 1, 1.5e-14, 0.688, 0.664 | PDLC04211,HEC-01B_WP_079384264.1, 1, 0.0097, 0.377, 0.509 | PDLC04185,HEC-01B_WP_225908638.1, 1, 0.79, 0.149, 0.17 | PDLC04185,HEC-01B_WP_225908638.1, 2, 37, 0.149, 0.176 | PDLC04212,HEC-01B_WP_101726552.1, 1, 0.012, 0.66, 0.653 | PDLC04206,HEC-01B_WP_118569729.1, 1, 0.035, 0.265, 0.26","PDLC04210, HEC-01B_WP_071536491.1, 1.5e-14, 0.688, 0.664 | PDLC04197, HEC-01B_WP_138974980.1, 3e-04, 0.447, 0.448 | PDLC04205, HEC-01B_WP_210225848.1, 0.0011, 0.344, 0.347 | PDLC04191, HEC-01B_WP_108373334.1, 0.008, 0.298, 0.302 | PDLC04211, HEC-01B_WP_079384264.1, 0.0097, 0.377, 0.509"
4,JAYIVD010000007.1,HEC-01,JAYIVD010000007.1_17,PDLC04184,HEC-01A_WP_097318232.1,HEC-01A,9.399999999999997e-95,1.0999999999999999e-94,0.899,0.929,23263,24681,-,-,17,124,"PDLC04180,HEC-01A_WP_062996032.1, 1, 0.00021, 0.114, 0.144 | PDLC04180,HEC-01A_WP_062996032.1, 2, 8.4e-13, 0.357, 0.432 | PDLC04175,HEC-01A_WP_211640766.1, 1, 3.9e-06, 0.112, 0.146 | PDLC04175,HEC-01A_WP_211640766.1, 2, 3.8e-22, 0.406, 0.51 | PDLC04182,HEC-01A_WP_105482478.1, 1, 0.00027, 0.08, 0.094 | PDLC04182,HEC-01A_WP_105482478.1, 2, 2.4e-26, 0.4, 0.446 | PDLC04179,HEC-01A_WP_123852116.1, 1, 1.8e-06, 0.118, 0.122 | PDLC04179,HEC-01A_WP_123852116.1, 2, 1.4e-08, 0.351, 0.344 | PDLC04184,HEC-01A_WP_097318232.1, 1, 1.1e-94, 0.899, 0.929 | PDLC04174,HEC-01A_WP_202806903.1, 1, 3.3e-14, 0.41, 0.716 | PDLC04183,HEC-01A_WP_193205907.1, 1, 3.3e-08, 0.125, 0.144 | PDLC04183,HEC-01A_WP_193205907.1, 2, 1.6e-13, 0.414, 0.468 | PDLC04177,HEC-01A_WP_199302758.1, 1, 0.0038, 0.068, 0.081 | PDLC04177,HEC-01A_WP_199302758.1, 2, 3e-19, 0.319, 0.356 | PDLC04176,HEC-01A_WP_157306701.1, 1, 4.6e-08, 0.121, 0.156 | PDLC04176,HEC-01A_WP_157306701.1, 2, 3.4e-16, 0.374, 0.45 | PDLC04178,HEC-01A_WP_002628442.1, 1, 6.3e-07, 0.123, 0.143 | PDLC04178,HEC-01A_WP_002628442.1, 2, 7.3e-22, 0.374, 0.434 | PDLC04144,HEC-01B_WP_231583829.1, 1, 0.093, 0.099, 0.119 | PDLC04144,HEC-01B_WP_231583829.1, 2, 2.3e-12, 0.366, 0.418","PDLC04184, HEC-01A_WP_097318232.1, 1.1e-94, 0.899, 0.929 | PDLC04182, HEC-01A_WP_105482478.1, 2.4e-26, 0.4, 0.446 | PDLC04175, HEC-01A_WP_211640766.1, 3.8e-22, 0.406, 0.51 | PDLC04178, HEC-01A_WP_002628442.1, 7.3e-22, 0.374, 0.434 | PDLC04177, HEC-01A_WP_199302758.1, 3e-19, 0.319, 0.356"
5,JAYIVD010000011.1,zorya_type_III,JAYIVD010000011.1_99,PDLC00652,ZorF3_00001,ZorF3,1.9999999999999997e-68,2.3999999999999995e-68,0.979,0.876,111990,112703,-,-,99,126,"PDLC00653,ZorF3_00002, 1, 2e-17, 0.521, 0.438 | PDLC00653,ZorF3_00002, 2, 1e-32, 0.651, 0.562 | PDLC00652,ZorF3_00001, 1, 2.4e-68, 0.979, 0.876 | PDLC00655,ZorF3_00004, 1, 3.8e-46, 0.95, 0.929 | PDLC00654,ZorF3_00003, 1, 6.4e-43, 0.55, 0.812","PDLC00652, ZorF3_00001, 2.4e-68, 0.979, 0.876 | PDLC00655, ZorF3_00004, 3.8e-46, 0.95, 0.929 | PDLC00654, ZorF3_00003, 6.4e-43, 0.55, 0.812 | PDLC00653, ZorF3_00002, 1e-32, 0.651, 0.562"
5,JAYIVD010000011.1,zorya_type_III,JAYIVD010000011.1_100,PDLC00651,ZorB3_00001,ZorB3,1.2999999999999997e-116,1.3999999999999997e-116,0.972,0.977,112700,113347,-,-,100,126,"PDLC00651,ZorB3_00001, 1, 1.4e-116, 0.972, 0.977","PDLC00651, ZorB3_00001, 1.4e-116, 0.972, 0.977"
5,JAYIVD010000011.1,zorya_type_III,JAYIVD010000011.1_101,PDLC00647,ZorA3_00001,ZorA3,0,2.899999999999999e-174,0.406,0.467,113344,116034,-,-,101,126,"PDLC00650,ZorA3_00004, 1, 3e-166, 0.404, 0.341 | PDLC00650,ZorA3_00004, 2, 2.4e-11, 0.078, 0.066 | PDLC00650,ZorA3_00004, 3, 1.8e-10, 0.078, 0.066 | PDLC00650,ZorA3_00004, 4, 3.3e-36, 0.159, 0.135 | PDLC00650,ZorA3_00004, 5, 6.4e-124, 0.305, 0.257 | PDLC00647,ZorA3_00001, 1, 2.9e-174, 0.406, 0.467 | PDLC00647,ZorA3_00001, 2, 8.1e-11, 0.078, 0.09 | PDLC00647,ZorA3_00001, 3, 8.2e-11, 0.078, 0.09 | PDLC00647,ZorA3_00001, 4, 6.4e-28, 0.158, 0.182 | PDLC00647,ZorA3_00001, 5, 4.5e-118, 0.313, 0.36 | PDLC00648,ZorA3_00002, 1, 1.6e-152, 0.399, 0.516 | PDLC00648,ZorA3_00002, 2, 3.8e-08, 0.071, 0.092 | PDLC00648,ZorA3_00002, 3, 3.5e-07, 0.089, 0.116 | PDLC00648,ZorA3_00002, 4, 4.1e-122, 0.453, 0.581 | PDLC00649,ZorA3_00003, 1, 7.2e-172, 0.404, 0.519 | PDLC00649,ZorA3_00003, 2, 3.1e-13, 0.077, 0.099 | PDLC00649,ZorA3_00003, 3, 4.1e-11, 0.079, 0.102 | PDLC00649,ZorA3_00003, 4, 3.5e-149, 0.445, 0.572","PDLC00647, ZorA3_00001, 2.9e-174, 0.406, 0.467 | PDLC00649, ZorA3_00003, 7.2e-172, 0.404, 0.519 | PDLC00650, ZorA3_00004, 3e-166, 0.404, 0.341 | PDLC00648, ZorA3_00002, 1.6e-152, 0.399, 0.516"
5,JAYIVD010000011.1,zorya_type_III,JAYIVD010000011.1_102,PDLC00658,ZorG3_00003,ZorG3,7.799999999999999e-88,8.699999999999998e-88,0.988,0.9,116012,116746,-,-,102,126,"PDLC00657,ZorG3_00002, 1, 5.9e-30, 0.971, 0.948 | PDLC00658,ZorG3_00003, 1, 8.7e-88, 0.988, 0.9 | PDLC00656,ZorG3_00001, 1, 4.5e-54, 0.8, 0.694 | PDLC00656,ZorG3_00001, 2, 1.3e-15, 0.18, 0.155","PDLC00658, ZorG3_00003, 8.7e-88, 0.988, 0.9 | PDLC00656, ZorG3_00001, 4.5e-54, 0.8, 0.694 | PDLC00657, ZorG3_00002, 5.9e-30, 0.971, 0.948"
