system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
21,CP169057.1,SoFic,CP169057.1_55,PDLC03963,SoFic__SoFic,SoFic,4.099999999999999e-109,4.999999999999999e-109,0.95,0.981,72620,73768,-,-,55,4272,"PDLC03963,SoFic__SoFic, 1, 5e-109, 0.95, 0.981","PDLC03963, SoFic__SoFic, 5e-109, 0.95, 0.981"
22,CP169057.1,SoFic,CP169057.1_217,PDLC03963,SoFic__SoFic,SoFic,4.0999999999999994e-123,5.3e-123,0.898,0.958,262347,263495,+,-,217,4272,"PDLC03963,SoFic__SoFic, 1, 5.3e-123, 0.898, 0.958","PDLC03963, SoFic__SoFic, 5.3e-123, 0.898, 0.958"
1,CP169057.1,AbiD,CP169057.1_328,PDLC02344,AbiD,AbiD,5.9999999999999995e-64,6.7e-64,0.977,0.982,385818,386738,+,-,328,4272,"PDLC02344,AbiD, 1, 6.7e-64, 0.977, 0.982","PDLC02344, AbiD, 6.7e-64, 0.977, 0.982"
13,CP169057.1,PDC-M35,CP169057.1_340,PDLC04595,PDC-M35B_WP_204703291.1,PDC-M35B,1.0999999999999998e-54,1.2999999999999999e-54,0.954,0.953,397789,398244,-,-,340,4272,"PDLC04595,PDC-M35B_WP_204703291.1, 1, 1.3e-54, 0.954, 0.953 | PDLC04596,PDC-M35B_WP_205199555.1, 1, 2.8e-12, 0.842, 0.759 | PDLC04594,PDC-M35B_WP_055244538.1, 1, 2.6e-43, 0.934, 0.946","PDLC04595, PDC-M35B_WP_204703291.1, 1.3e-54, 0.954, 0.953 | PDLC04594, PDC-M35B_WP_055244538.1, 2.6e-43, 0.934, 0.946 | PDLC04596, PDC-M35B_WP_205199555.1, 2.8e-12, 0.842, 0.759"
13,CP169057.1,PDC-M35,CP169057.1_341,PDLC04593,PDC-M35A_WP_218031253.1,PDC-M35A,1.3999999999999996e-88,1.6999999999999996e-88,0.758,0.977,398247,399077,-,-,341,4272,"PDLC04593,PDC-M35A_WP_218031253.1, 1, 1.7e-88, 0.758, 0.977","PDLC04593, PDC-M35A_WP_218031253.1, 1.7e-88, 0.758, 0.977"
3,CP169057.1,DMS_other,CP169057.1_536,PDLC02619,DrmD_00002,DrmD,2.899999999999999e-195,1.999999999999999e-192,0.688,0.748,620992,623895,+,-,536,4272,"PDLC02572,DrmA_00006, 1, 4.3e-42, 0.55, 0.503 | PDLC02572,DrmA_00006, 2, 2300, 0.05, 0.042 | PDLC02629,DrmD_00012, 1, 6.3, 0.045, 0.085 | PDLC02629,DrmD_00012, 2, 2.2e-09, 0.066, 0.132 | PDLC02850,DpdE_00011, 1, 1.1e-12, 0.256, 0.184 | PDLC02850,DpdE_00011, 2, 1.1e-08, 0.148, 0.112 | PDLC02632,DrmD_00015, 1, 2.7e-35, 0.539, 0.773 | PDLC00659,HmaA_00001, 1, 3.7e-55, 0.582, 0.474 | PDLC02844,DpdE_00005, 1, 8.6e-23, 0.227, 0.198 | PDLC02844,DpdE_00005, 2, 1.1e-10, 0.112, 0.103 | PDLC02618,DrmD_00001, 1, 3.7e-14, 0.157, 0.582 | PDLC02500,BrxHI_00001, 1, 4.8e-35, 0.449, 0.463 | PDLC02500,BrxHI_00001, 1, 4.8e-35, 0.449, 0.463 | PDLC02500,BrxHI_00001, 2, 2.4e-35, 0.247, 0.243 | PDLC02500,BrxHI_00001, 2, 2.4e-35, 0.247, 0.243 | PDLC02624,DrmD_00007, 1, 5.9e-16, 0.491, 0.713 | PDLC02851,DpdE_00012, 1, 7.4e-14, 0.208, 0.185 | PDLC02851,DpdE_00012, 2, 3.6e-09, 0.098, 0.091 | PDLC02854,DpdE_00015, 1, 1e-12, 0.214, 0.207 | PDLC02854,DpdE_00015, 2, 0.0018, 0.06, 0.054 | PDLC02845,DpdE_00006, 1, 8.3e-15, 0.24, 0.167 | PDLC02845,DpdE_00006, 2, 1.2e-08, 0.205, 0.153 | PDLC02619,DrmD_00002, 1, 2e-192, 0.688, 0.748 | PDLC02619,DrmD_00002, 2, 0.016, 0.114, 0.126 | PDLC02622,DrmD_00005, 1, 2.7e-13, 0.139, 0.348 | PDLC02848,DpdE_00009, 1, 3.9e-13, 0.256, 0.276 | PDLC02848,DpdE_00009, 2, 370, 0.06, 0.062 | PDLC02849,DpdE_00010, 1, 8.3e-14, 0.244, 0.259 | PDLC02849,DpdE_00010, 2, 5.4e-07, 0.081, 0.093 | PDLC02623,DrmD_00006, 1, 3.4e-19, 0.096, 0.089 | PDLC02623,DrmD_00006, 2, 2.9e-05, 0.072, 0.063 | PDLC02623,DrmD_00006, 3, 2.7e-31, 0.12, 0.112 | PDLC02623,DrmD_00006, 4, 490, 0.06, 0.052 | PDLC02620,DrmD_00003, 1, 1.9e-28, 0.442, 0.399 | PDLC02620,DrmD_00003, 2, 5.3e-24, 0.094, 0.086 | PDLC02846,DpdE_00007, 1, 1.3e-27, 0.204, 0.186 | PDLC02846,DpdE_00007, 2, 7.5e-07, 0.062, 0.059 | PDLC02852,DpdE_00013, 1, 2.4e-13, 0.178, 0.18 | PDLC02852,DpdE_00013, 2, 8e-05, 0.102, 0.112 | PDLC02634,DrmD_00017, 1, 3.8e-38, 0.583, 0.604 | PDLC02627,DrmD_00010, 1, 1.2e-10, 0.196, 0.239 | PDLC02627,DrmD_00010, 2, 2.4e-08, 0.106, 0.144 | PDLC02625,DrmD_00008, 1, 1e-21, 0.307, 0.354 | PDLC02625,DrmD_00008, 2, 730, 0.035, 0.047 | PDLC02841,DpdE_00002, 1, 1.2e-14, 0.207, 0.167 | PDLC02841,DpdE_00002, 2, 2.6e-06, 0.063, 0.063 | PDLC02193,PLD_Helicase_00001, 1, 3e-10, 0.164, 0.2 | PDLC02193,PLD_Helicase_00001, 2, 1.2e-18, 0.086, 0.092 | PDLC02193,PLD_Helicase_00001, 3, 1300, 0.034, 0.036 | PDLC02842,DpdE_00003, 1, 1.6e-18, 0.245, 0.199 | PDLC02842,DpdE_00003, 2, 2.6e-05, 0.079, 0.064 | PDLC02853,DpdE_00014, 1, 2.5e-26, 0.632, 0.619 | PDLC02633,DrmD_00016, 1, 1.3e-28, 0.554, 0.631 | PDLC02861,DpdF_00007, 1, 0.0021, 0.067, 0.108 | PDLC02861,DpdF_00007, 2, 230, 0.031, 0.046 | PDLC02504,BrxHII_00001, 1, 5.8e-47, 0.628, 0.584 | PDLC02504,BrxHII_00001, 1, 5.8e-47, 0.628, 0.584 | PDLC02504,BrxHII_00001, 2, 400, 0.032, 0.03 | PDLC02504,BrxHII_00001, 2, 400, 0.032, 0.03 | PDLC02843,DpdE_00004, 1, 6.1e-31, 0.216, 0.171 | PDLC02843,DpdE_00004, 2, 1.5e-14, 0.108, 0.104 | PDLC02843,DpdE_00004, 3, 750, 0.041, 0.038 | PDLC02840,DpdE_00001, 1, 1.1e-24, 0.183, 0.144 | PDLC02840,DpdE_00001, 2, 3.7e-15, 0.146, 0.131 | PDLC02840,DpdE_00001, 3, 800, 0.067, 0.056 | PDLC02621,DrmD_00004, 1, 6.4e-60, 0.561, 0.52 | PDLC02621,DrmD_00004, 2, 250, 0.122, 0.122","PDLC02619, DrmD_00002, 2e-192, 0.688, 0.748 | PDLC02621, DrmD_00004, 6.4e-60, 0.561, 0.52 | PDLC00659, HmaA_00001, 3.7e-55, 0.582, 0.474 | PDLC02504, BrxHII_00001, 5.8e-47, 0.628, 0.584 | PDLC02504, BrxHII_00001, 5.8e-47, 0.628, 0.584"
25,CP169057.1,ppl,CP169057.1_538,PDLC02208,Ppl_00001,Ppl,2.799999999999999e-146,4.099999999999999e-146,0.988,0.994,625337,628165,+,-,538,4272,"PDLC02208,Ppl_00001, 1, 4.1e-146, 0.988, 0.994","PDLC02208, Ppl_00001, 4.1e-146, 0.988, 0.994"
9,CP169057.1,HEC-01,CP169057.1_581,PDLC04205,HEC-01B_WP_210225848.1,HEC-01B,4.9e-97,5.8e-97,0.946,0.986,681334,681999,-,-,581,4272,"PDLC04191,HEC-01B_WP_108373334.1, 1, 0.00022, 0.257, 0.266 | PDLC04197,HEC-01B_WP_138974980.1, 1, 6.3e-05, 0.333, 0.365 | PDLC04196,HEC-01B_WP_026409402.1, 1, 3.1e-05, 0.252, 0.284 | PDLC04196,HEC-01B_WP_026409402.1, 2, 93, 0.108, 0.132 | PDLC04205,HEC-01B_WP_210225848.1, 1, 5.8e-97, 0.946, 0.986 | PDLC04203,HEC-01B_WP_080599585.1, 1, 6.7e-23, 0.748, 0.932 | PDLC04194,HEC-01B_WP_026975055.1, 1, 1.9, 0.243, 0.25 | PDLC04194,HEC-01B_WP_026975055.1, 2, 1.1e-07, 0.302, 0.314 | PDLC04193,HEC-01B_WP_201788763.1, 1, 1.6e-06, 0.23, 0.246 | PDLC04204,HEC-01B_WP_117543580.1, 1, 2.4e-24, 0.721, 0.937 | PDLC04143,HEC-01A_WP_207689501.1, 1, 380, 0.09, 0.105 | PDLC04143,HEC-01A_WP_207689501.1, 2, 2.1e-07, 0.356, 0.405 | PDLC04143,HEC-01A_WP_207689501.1, 3, 0.36, 0.135, 0.158 | PDLC04207,HEC-01B_WP_093457186.1, 1, 0.066, 0.216, 0.246 | PDLC04202,HEC-01B_WP_170163002.1, 1, 9.8e-35, 0.959, 0.985 | PDLC04200,HEC-01B_WP_203408937.1, 1, 0.086, 0.257, 0.284 | PDLC04200,HEC-01B_WP_203408937.1, 2, 2.3, 0.117, 0.133 | PDLC04206,HEC-01B_WP_118569729.1, 1, 2.3e-56, 0.955, 0.982","PDLC04205, HEC-01B_WP_210225848.1, 5.8e-97, 0.946, 0.986 | PDLC04206, HEC-01B_WP_118569729.1, 2.3e-56, 0.955, 0.982 | PDLC04202, HEC-01B_WP_170163002.1, 9.8e-35, 0.959, 0.985 | PDLC04204, HEC-01B_WP_117543580.1, 2.4e-24, 0.721, 0.937 | PDLC04203, HEC-01B_WP_080599585.1, 6.7e-23, 0.748, 0.932"
9,CP169057.1,HEC-01,CP169057.1_582,PDLC04182,HEC-01A_WP_105482478.1,HEC-01A,9.099999999999996e-192,9.999999999999996e-192,0.993,0.988,682002,683234,-,-,582,4272,"PDLC04180,HEC-01A_WP_062996032.1, 1, 3e-30, 0.888, 0.89 | PDLC04175,HEC-01A_WP_211640766.1, 1, 4.4e-33, 0.915, 0.923 | PDLC04182,HEC-01A_WP_105482478.1, 1, 1e-191, 0.993, 0.988 | PDLC04179,HEC-01A_WP_123852116.1, 1, 0.00046, 0.117, 0.1 | PDLC04179,HEC-01A_WP_123852116.1, 2, 1.8e-16, 0.397, 0.351 | PDLC04184,HEC-01A_WP_097318232.1, 1, 8.8e-09, 0.109, 0.095 | PDLC04184,HEC-01A_WP_097318232.1, 2, 3.6e-25, 0.484, 0.457 | PDLC04174,HEC-01A_WP_202806903.1, 1, 3.4e-15, 0.448, 0.686 | PDLC04181,HEC-01A_WP_034574200.1, 1, 1.6e-11, 0.248, 0.235 | PDLC04181,HEC-01A_WP_034574200.1, 2, 2e-11, 0.37, 0.302 | PDLC04181,HEC-01A_WP_034574200.1, 3, 9.2, 0.08, 0.074 | PDLC04183,HEC-01A_WP_193205907.1, 1, 3.5e-39, 0.976, 0.973 | PDLC04177,HEC-01A_WP_199302758.1, 1, 5.2e-33, 0.903, 0.913 | PDLC04176,HEC-01A_WP_157306701.1, 1, 4.8e-34, 0.92, 0.919 | PDLC04178,HEC-01A_WP_002628442.1, 1, 2.6e-40, 0.82, 0.789 | PDLC04144,HEC-01B_WP_231583829.1, 1, 6e-97, 0.978, 0.975","PDLC04182, HEC-01A_WP_105482478.1, 1e-191, 0.993, 0.988 | PDLC04144, HEC-01B_WP_231583829.1, 6e-97, 0.978, 0.975 | PDLC04178, HEC-01A_WP_002628442.1, 2.6e-40, 0.82, 0.789 | PDLC04183, HEC-01A_WP_193205907.1, 3.5e-39, 0.976, 0.973 | PDLC04176, HEC-01A_WP_157306701.1, 4.8e-34, 0.92, 0.919"
19,CP169057.1,RM_type_I,CP169057.1_986,PDLC03029,MTase_I_00012,MTase_I,2.0999999999999986e-263,2.2999999999999986e-263,0.995,0.995,1130168,1132354,+,-,986,4272,"PDLC03028,MTase_I_00011, 1, 4.1e-31, 0.645, 0.362 | PDLC03031,MTase_I_00014, 1, 2e-41, 0.649, 0.558 | PDLC03021,MTase_I_00004, 1, 2.3e-31, 0.471, 0.635 | PDLC03020,MTase_I_00003, 1, 74, 0.043, 0.076 | PDLC03020,MTase_I_00003, 2, 1.2e-14, 0.358, 0.6 | PDLC03038,MTase_I_00021, 1, 1.9e-30, 0.591, 0.44 | PDLC03029,MTase_I_00012, 1, 2.3e-263, 0.995, 0.995 | PDLC03027,MTase_I_00010, 1, 51, 0.044, 0.04 | PDLC03027,MTase_I_00010, 2, 2.6e-38, 0.447, 0.37 | PDLC03037,MTase_I_00020, 1, 0.0018, 0.305, 0.256 | PDLC03018,MTase_I_00001, 1, 0.0041, 0.07, 0.057 | PDLC03018,MTase_I_00001, 2, 1.5, 0.041, 0.04 | PDLC03039,MTase_I_00022, 1, 35, 0.053, 0.055 | PDLC03039,MTase_I_00022, 2, 5.3e-26, 0.439, 0.408 | PDLC03036,MTase_I_00019, 1, 5.7e-13, 0.243, 0.288 | PDLC03035,MTase_I_00018, 1, 1.4e-31, 0.453, 0.461 | PDLC03022,MTase_I_00005, 1, 2.9e-37, 0.609, 0.505 | PDLC03026,MTase_I_00009, 1, 6.1e-27, 0.472, 0.651 | PDLC03033,MTase_I_00016, 1, 9.1e-24, 0.458, 0.582 | PDLC03025,MTase_I_00008, 1, 2.6e-18, 0.398, 0.462 | PDLC03019,MTase_I_00002, 1, 6.4, 0.049, 0.039 | PDLC03019,MTase_I_00002, 2, 2.6e-30, 0.405, 0.284 | PDLC03030,MTase_I_00013, 1, 0.0026, 0.092, 0.109 | PDLC03030,MTase_I_00013, 2, 720, 0.032, 0.034 | PDLC03030,MTase_I_00013, 3, 550, 0.056, 0.055 | PDLC03032,MTase_I_00015, 1, 5.3e-26, 0.418, 0.279","PDLC03029, MTase_I_00012, 2.3e-263, 0.995, 0.995 | PDLC03031, MTase_I_00014, 2e-41, 0.649, 0.558 | PDLC03027, MTase_I_00010, 2.6e-38, 0.447, 0.37 | PDLC03022, MTase_I_00005, 2.9e-37, 0.609, 0.505 | PDLC03035, MTase_I_00018, 1.4e-31, 0.453, 0.461"
