system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
3,JAYIWN010000004.1,mza,JAYIWN010000004.1_3,PDLC02204,MzaB_00001,MzaB,4.099999999999999e-76,4.799999999999999e-76,0.942,0.908,2491,3930,+,-,3,296,"PDLC02204,MzaB_00001, 1, 4.8e-76, 0.942, 0.908","PDLC02204, MzaB_00001, 4.8e-76, 0.942, 0.908"
3,JAYIWN010000004.1,mza,JAYIWN010000004.1_4,PDLC02205,MzaC_00001,MzaC,2.3999999999999994e-143,6.999999999999998e-143,0.817,0.807,3979,6657,+,-,4,296,"PDLC02205,MzaC_00001, 1, 7e-143, 0.817, 0.807 | PDLC02205,MzaC_00001, 2, 390, 0.071, 0.063","PDLC02205, MzaC_00001, 7e-143, 0.817, 0.807"
3,JAYIWN010000004.1,mza,JAYIWN010000004.1_5,PDLC02206,MzaD_00001,MzaD,1.8e-17,2.3e-17,0.711,0.67,6650,7615,+,-,5,296,"PDLC02206,MzaD_00001, 1, 2.3e-17, 0.711, 0.67","PDLC02206, MzaD_00001, 2.3e-17, 0.711, 0.67"
3,JAYIWN010000004.1,mza,JAYIWN010000004.1_6,PDLC02207,MzaE_00001,MzaE,2.0999999999999997e-71,2.7999999999999996e-71,0.798,0.893,7615,9675,+,-,6,296,"PDLC02207,MzaE_00001, 1, 2.8e-71, 0.798, 0.893","PDLC02207, MzaE_00001, 2.8e-71, 0.798, 0.893"
2,JAYIWN010000004.1,PDC-S55,JAYIWN010000004.1_98,PDLC05037,PDC-S55_WP_162277864.1,PDC-S55,3.9e-36,4.7e-36,0.932,0.984,123443,124015,+,-,98,296,"PDLC05037,PDC-S55_WP_162277864.1, 1, 4.7e-36, 0.932, 0.984","PDLC05037, PDC-S55_WP_162277864.1, 4.7e-36, 0.932, 0.984"
1,JAYIWN010000004.1,PDC-S08,JAYIWN010000004.1_100,PDLC04900,PDC-S08_WP_202707215.1,PDC-S08,1.2999999999999995e-127,2.0999999999999993e-127,0.981,0.935,124792,125757,-,-,100,296,"PDLC04900,PDC-S08_WP_202707215.1, 1, 2.1e-127, 0.981, 0.935","PDLC04900, PDC-S08_WP_202707215.1, 2.1e-127, 0.981, 0.935"
4,JAYIWN010000004.1,thoeris_type_I,JAYIWN010000004.1_196,PDLC00415,ThsA1_00009,ThsA1,2.0999999999999996e-94,2.3999999999999996e-94,0.982,0.989,231037,231891,-,-,196,296,"PDLC00408,ThsA1_00002, 1, 8.3e-12, 0.649, 0.694 | PDLC00413,ThsA1_00007, 1, 7.8e-30, 0.926, 0.96 | PDLC00414,ThsA1_00008, 1, 1.1e-36, 0.919, 0.918 | PDLC00415,ThsA1_00009, 1, 2.4e-94, 0.982, 0.989 | PDLC00410,ThsA1_00004, 1, 2.8e-41, 0.923, 0.932 | PDLC00411,ThsA1_00005, 1, 6.2e-08, 0.628, 0.636","PDLC00415, ThsA1_00009, 2.4e-94, 0.982, 0.989 | PDLC00410, ThsA1_00004, 2.8e-41, 0.923, 0.932 | PDLC00414, ThsA1_00008, 1.1e-36, 0.919, 0.918 | PDLC00413, ThsA1_00007, 7.8e-30, 0.926, 0.96 | PDLC00408, ThsA1_00002, 8.3e-12, 0.649, 0.694"
4,JAYIWN010000004.1,thoeris_type_I,JAYIWN010000004.1_197,PDLC00429,ThsB1_00013,ThsB1,1.0999999999999999e-69,1.1999999999999998e-69,0.988,0.994,231907,232416,-,-,197,296,"PDLC00421,ThsB1_00005, 1, 2.3e-21, 0.629, 0.633 | PDLC00429,ThsB1_00013, 1, 1.2e-69, 0.988, 0.994 | PDLC00427,ThsB1_00011, 1, 1.6e-13, 0.441, 0.447","PDLC00429, ThsB1_00013, 1.2e-69, 0.988, 0.994 | PDLC00421, ThsB1_00005, 2.3e-21, 0.629, 0.633 | PDLC00427, ThsB1_00011, 1.6e-13, 0.441, 0.447"
4,JAYIWN010000004.1,thoeris_type_I,JAYIWN010000004.1_198,PDLC00430,ThsB1_00014,ThsB1,1.6999999999999997e-72,1.8999999999999995e-72,0.882,0.877,232432,233220,-,-,198,296,"PDLC00435,ThsB1_00019, 1, 2e-31, 0.829, 0.794 | PDLC00419,ThsB1_00003, 1, 0.15, 0.095, 0.152 | PDLC00419,ThsB1_00003, 2, 67, 0.125, 0.2 | PDLC00426,ThsB1_00010, 1, 1.4, 0.304, 0.185 | PDLC00430,ThsB1_00014, 1, 1.9e-72, 0.882, 0.877 | PDLC00423,ThsB1_00007, 1, 9.1e-05, 0.213, 0.3","PDLC00430, ThsB1_00014, 1.9e-72, 0.882, 0.877 | PDLC00435, ThsB1_00019, 2e-31, 0.829, 0.794 | PDLC00423, ThsB1_00007, 9.1e-05, 0.213, 0.3 | PDLC00419, ThsB1_00003, 0.15, 0.095, 0.152 | PDLC00426, ThsB1_00010, 1.4, 0.304, 0.185"
5,JAYIWN010000005.1,zorya_type_III,JAYIWN010000005.1_192,PDLC00652,ZorF3_00001,ZorF3,3.4999999999999996e-69,4.0999999999999994e-69,0.962,0.864,194084,194797,-,-,192,310,"PDLC00653,ZorF3_00002, 1, 5.6e-18, 0.458, 0.384 | PDLC00653,ZorF3_00002, 2, 7.3e-33, 0.651, 0.562 | PDLC00652,ZorF3_00001, 1, 4.1e-69, 0.962, 0.864 | PDLC00655,ZorF3_00004, 1, 6.7e-47, 0.945, 0.924 | PDLC00654,ZorF3_00003, 1, 4.3e-43, 0.55, 0.812","PDLC00652, ZorF3_00001, 4.1e-69, 0.962, 0.864 | PDLC00655, ZorF3_00004, 6.7e-47, 0.945, 0.924 | PDLC00654, ZorF3_00003, 4.3e-43, 0.55, 0.812 | PDLC00653, ZorF3_00002, 7.3e-33, 0.651, 0.562"
5,JAYIWN010000005.1,zorya_type_III,JAYIWN010000005.1_193,PDLC00651,ZorB3_00001,ZorB3,2.1999999999999995e-116,2.5999999999999995e-116,0.968,0.977,194794,195444,-,-,193,310,"PDLC00651,ZorB3_00001, 1, 2.6e-116, 0.968, 0.977","PDLC00651, ZorB3_00001, 2.6e-116, 0.968, 0.977"
