seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUIPW010000077.1	2136	No terminal repeats	3	11	1.0000	NA	1	4.2158	MOBQ	NA
JAUIPW010000056.1	20367	No terminal repeats	22	11	1.0000	NA	5	16.9964	B_traI;T_virB6;MOBH;MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAUIPW010000065.1	9331	No terminal repeats	14	11	0.9999	NA	0	3.2647	NA	NA
JAUIPW010000043.1	36676	No terminal repeats	42	11	0.9999	NA	11	16.8810	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAUIPW010000052.1	27270	No terminal repeats	21	11	0.9999	NA	0	3.6469	NA	NA
JAUIPW010000059.1	14353	No terminal repeats	16	11	0.9999	NA	0	1.7183	NA	NA
JAUIPW010000070.1	6003	No terminal repeats	9	11	0.9998	NA	0	1.2782	NA	NA
JAUIPW010000025.1	79547	No terminal repeats	71	11	0.9996	NA	0	2.0915	NA	NF000496
JAUIPW010000051.1	27585	No terminal repeats	29	11	0.9995	NA	0	1.5095	NA	NA
JAUIPW010000060.1	14212	No terminal repeats	11	11	0.9992	NA	1	3.2284	B_traH	NA
JAUIPW010000055.1	21374	No terminal repeats	18	11	0.9989	NA	0	1.9534	NA	NA
JAUIPW010000039.1	38838	No terminal repeats	30	11	0.9979	NA	0	3.3434	NA	NA
JAUIPW010000034.1	48258	No terminal repeats	44	11	0.9970	NA	1	1.5026	NA	NA
JAUIPW010000047.1	30141	No terminal repeats	21	11	0.8484	NA	0	1.0531	NA	NA
JAUIPW010000061.1	11997	No terminal repeats	9	11	0.8132	NA	0	1.7645	NA	NA
