seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYITD010000072.1	7989	No terminal repeats	9	11	1.0000	NA	1	7.8663	G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYITD010000081.1	2850	No terminal repeats	2	11	1.0000	NA	0	1.7183	NA	NA
JAYITD010000067.1	11547	No terminal repeats	10	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JAYITD010000061.1	16750	No terminal repeats	21	11	1.0000	NA	0	4.0641	NA	NA
JAYITD010000071.1	8288	No terminal repeats	8	11	0.9999	NA	0	2.1007	NA	NA
JAYITD010000064.1	14927	ITR	17	11	0.9999	NA	0	4.2564	NA	NA
JAYITD010000041.1	38980	No terminal repeats	41	11	0.9999	NA	0	11.2812	NA	NA
JAYITD010000060.1	19923	No terminal repeats	28	11	0.9999	NA	2	1.1903	NA	NA
JAYITD010000023.1	74927	No terminal repeats	83	11	0.9997	NA	6	22.9597	traU;I_traN;I_traM;I_traI;I_traK;I_traY;I_traW	NA
JAYITD010000088.1	1926	No terminal repeats	3	11	0.9993	NA	1	2.2747	G_tfc22;G_tfc23	NA
JAYITD010000065.1	12337	No terminal repeats	13	11	0.9990	NA	1	2.3572	I_trbA	NA
JAYITD010000047.1	32222	No terminal repeats	29	11	0.9987	NA	0	2.0578	NA	NA
JAYITD010000056.1	24625	No terminal repeats	23	11	0.9964	NA	0	1.6620	NA	NF033105
JAYITD010000054.1	26340	No terminal repeats	22	11	0.9896	NA	0	0.7394	NA	NA
JAYITD010000044.1	36157	No terminal repeats	29	11	0.9864	NA	1	1.6166	NA	NF012174
JAYITD010000069.1	9650	No terminal repeats	7	11	0.9371	NA	0	0.2071	NA	NA
JAYITD010000045.1	35623	No terminal repeats	30	11	0.8360	NA	0	3.0122	NA	NA
