seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
RRXF01000039.1	20121	No terminal repeats	12	11	0.9999	NA	0	3.4237	NA	NA
RRXF01000012.1	51465	No terminal repeats	32	11	0.9998	NA	0	2.5220	NA	NF033135
RRXF01000053.1	32311	No terminal repeats	35	11	0.9997	NA	0	9.8590	NA	NA
RRXF01000008.1	20637	ITR	20	11	0.9995	NA	7	11.7594	T_virB6;T_virB6;virb4;T_virB3;T_virB2;T_virB9;T_virB8	NA
RRXF01000018.1	9841	No terminal repeats	11	11	0.9995	NA	0	2.5828	NA	NA
RRXF01000020.1	66771	No terminal repeats	61	11	0.9993	NA	0	1.8122	NA	NA
RRXF01000059.1	2815	No terminal repeats	6	11	0.9988	NA	1	2.3982	T_virB6	NA
RRXF01000056.1	5100	No terminal repeats	6	11	0.9986	NA	0	1.6693	NA	NA
RRXF01000060.1	2544	No terminal repeats	4	11	0.9876	NA	0	1.1349	NA	NA
RRXF01000073.1	6499	No terminal repeats	8	11	0.8565	NA	0	1.4222	NA	NA
