gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
CP142010.1_1	61	453	393	1	0.603	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_2	957	1778	822	1	0.701	11	None	GENOMAD.023008.PP	1.536e-156	489	0	1	0	1	NA	NA	NA	PF02387	NA
CP142010.1_3	2778	3785	1008	1	0.621	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_4	3861	4175	315	1	0.603	11	AGGA	GENOMAD.116477.PC	1.276e-26	105	0	1	0	1	NA	T_virB2	NA	PF04956;K20528;COG3838	Type IV secretory pathway, VirB2 components (pilins)
CP142010.1_5	4268	4444	177	1	0.593	11	3Base/5BMM	GENOMAD.127310.PC	2.994e-13	64	0	1	0	1	NA	T_virB3	NA	PF05101;COG5268;K03198	Type IV secretory pathway, TrbD component
CP142010.1_6	4511	7081	2571	1	0.612	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_7	7101	7220	120	1	0.625	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_8	7220	7879	660	1	0.577	11	None	GENOMAD.115261.PC	7.105e-09	58	0	1	0	1	NA	T_virB5	NA	TIGR02780;COG5314;K20266	P-type conjugative transfer protein TrbJ
CP142010.1_9	8447	9922	1476	1	0.619	11	AGGA	GENOMAD.116928.PC	3.717e-31	132	0	1	0	1	NA	T_virB6	NA	COG3846;K07344	Type IV secretory pathway, TrbL components
CP142010.1_10	9929	10639	711	1	0.627	11	GGA/GAG/AGG	GENOMAD.123484.PC	9.819e-35	135	0	1	0	1	NA	T_virB8	NA	PF04335;K20531;COG3701;TIGR03781	Type IV secretory pathway, TrbF components
CP142010.1_11	10665	11657	993	1	0.634	11	GGA/GAG/AGG	GENOMAD.109592.PC	1.429e-09	62	0	1	0	1	NA	T_virB9	NA	PF03524;K03204;TIGR02781;COG3504	P-type conjugative transfer protein VirB9
CP142010.1_12	11673	13016	1344	1	0.643	11	GGA/GAG/AGG	GENOMAD.111807.PC	4.842e-35	143	0	1	0	1	NA	T_virB10	NA	PF03743;COG2948	Type IV secretory pathway, VirB10 components
CP142010.1_13	13087	13395	309	1	0.573	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_14	13406	13645	240	1	0.596	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_15	13722	13970	249	1	0.627	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_16	13972	16149	2178	1	0.649	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_17	16551	17135	585	1	0.650	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_18	17132	17419	288	1	0.562	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_19	17430	17837	408	1	0.561	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_20	17834	18178	345	1	0.539	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_21	18642	18941	300	1	0.583	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_22	19004	19234	231	1	0.563	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_23	19329	19517	189	1	0.534	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_24	19539	19670	132	-1	0.598	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_25	19686	20180	495	1	0.543	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_26	20672	21118	447	1	0.698	11	None	GENOMAD.141865.PV	2.362e-81	265	0	0	0	1	NA	NA	NA	PF20090	NA
CP142010.1_27	21115	21576	462	1	0.641	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_28	22052	22357	306	1	0.539	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_29	22461	22751	291	1	0.619	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_30	22775	23032	258	-1	0.612	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_31	23630	23746	117	1	0.564	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_32	24466	24735	270	1	0.626	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_33	24797	24952	156	-1	0.628	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_34	25324	25722	399	1	0.672	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_35	25860	26099	240	1	0.717	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_36	26115	26708	594	1	0.660	11	AGGA	GENOMAD.206178.VP	2.151e-08	56	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
CP142010.1_37	26761	27102	342	1	0.538	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_38	27178	27522	345	1	0.681	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP142010.1_39	27623	28207	585	1	0.646	11	GGAG/GAGG	GENOMAD.109742.PV	2.311e-34	132	0	0	0	1246	Caudoviricetes	I_traV	NA	PF19475	NA
