seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIWR010000078.1	3397	No terminal repeats	6	11	1.0000	NA	1	1.0908	T_virB6	NA
JAYIWR010000068.1	8596	No terminal repeats	9	11	1.0000	NA	1	7.8724	G_tfc23;G_tfc22;G_tfc18;G_tfc19	NA
JAYIWR010000063.1	11547	No terminal repeats	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAYIWR010000110.1	541	No terminal repeats	1	11	0.9999	NA	1	1.7183	T_virB6	NA
JAYIWR010000080.1	2781	No terminal repeats	3	11	0.9999	NA	1	1.7183	T_virB6	NA
JAYIWR010000050.1	27337	ITR	28	11	0.9998	NA	0	3.9069	NA	NA
JAYIWR010000076.1	4622	No terminal repeats	5	11	0.9992	NA	0	0.7327	NA	NA
JAYIWR010000082.1	2681	No terminal repeats	4	11	0.9986	NA	1	1.8581	MOBH	NA
JAYIWR010000065.1	9827	No terminal repeats	8	11	0.9980	NA	0	1.3549	NA	NA
JAYIWR010000044.1	32211	No terminal repeats	30	11	0.9974	NA	0	2.0578	NA	NA
JAYIWR010000057.1	17728	ITR	4	11	0.9942	NA	0	1.3078	NA	NA
JAYIWR010000069.1	7837	No terminal repeats	8	11	0.9929	NA	0	0.9301	NA	NA
JAYIWR010000042.1	35957	No terminal repeats	29	11	0.9866	NA	1	1.6166	NA	NF012174
JAYIWR010000066.1	9616	No terminal repeats	7	11	0.9281	NA	0	0.2071	NA	NA
JAYIWR010000081.1	2716	No terminal repeats	4	11	0.9034	NA	0	0.6063	NA	NA
JAYIWR010000051.1	27325	No terminal repeats	20	11	0.8897	NA	0	0.2089	NA	NF033135
