seq_name	chromosome_score	plasmid_score	virus_score
JAYIRA010000001.1	0.9604	0.0365	0.0031
JAYIRA010000002.1	0.9258	0.0694	0.0048
JAYIRA010000003.1	0.9512	0.0447	0.0041
JAYIRA010000004.1	0.8864	0.1072	0.0065
JAYIRA010000005.1	0.9516	0.0441	0.0043
JAYIRA010000006.1	0.9271	0.0679	0.0050
JAYIRA010000007.1	0.9439	0.0525	0.0037
JAYIRA010000008.1	0.9871	0.0117	0.0012
JAYIRA010000009.1	0.9443	0.0518	0.0039
JAYIRA010000010.1	0.9608	0.0362	0.0030
JAYIRA010000011.1	0.8661	0.1274	0.0065
JAYIRA010000012.1	0.9422	0.0509	0.0069
JAYIRA010000013.1	0.9611	0.0361	0.0028
JAYIRA010000014.1	0.9738	0.0240	0.0022
JAYIRA010000015.1	0.9702	0.0272	0.0026
JAYIRA010000016.1	0.9702	0.0269	0.0029
JAYIRA010000017.1	0.9885	0.0101	0.0014
JAYIRA010000018.1	0.9823	0.0160	0.0017
JAYIRA010000019.1	0.9837	0.0142	0.0022
JAYIRA010000020.1	0.9612	0.0360	0.0029
JAYIRA010000021.1	0.9735	0.0244	0.0020
JAYIRA010000022.1	0.9633	0.0336	0.0031
JAYIRA010000023.1	0.0025	0.9972	0.0003
JAYIRA010000024.1	0.0478	0.9503	0.0019
JAYIRA010000025.1	0.9618	0.0349	0.0033
JAYIRA010000026.1	0.9567	0.0398	0.0035
JAYIRA010000027.1	0.0054	0.9940	0.0005
JAYIRA010000028.1	0.9334	0.0623	0.0043
JAYIRA010000029.1	0.9864	0.0124	0.0012
JAYIRA010000030.1	0.9479	0.0485	0.0036
JAYIRA010000031.1	0.9090	0.0860	0.0049
JAYIRA010000032.1	0.9479	0.0468	0.0054
JAYIRA010000033.1	0.5713	0.4216	0.0071
JAYIRA010000034.1	0.9480	0.0484	0.0037
JAYIRA010000035.1	0.8908	0.1028	0.0064
JAYIRA010000036.1	0.9759	0.0218	0.0024
JAYIRA010000037.1	0.9902	0.0088	0.0010
JAYIRA010000038.1	0.8600	0.1341	0.0059
JAYIRA010000039.1	0.8020	0.1905	0.0075
JAYIRA010000040.1	0.8965	0.0971	0.0064
JAYIRA010000041.1	0.9463	0.0506	0.0031
JAYIRA010000042.1	0.9634	0.0339	0.0027
JAYIRA010000043.1	0.9457	0.0506	0.0037
JAYIRA010000044.1	0.8957	0.0985	0.0059
JAYIRA010000045.1	0.9653	0.0318	0.0029
JAYIRA010000046.1	0.3380	0.6529	0.0091
JAYIRA010000047.1	0.9740	0.0242	0.0018
JAYIRA010000048.1	0.9230	0.0712	0.0058
JAYIRA010000049.1	0.0057	0.9937	0.0006
JAYIRA010000050.1	0.0000	0.9999	0.0000
JAYIRA010000051.1	0.9725	0.0257	0.0018
JAYIRA010000052.1	0.6275	0.3674	0.0051
JAYIRA010000053.1	0.9144	0.0793	0.0063
JAYIRA010000054.1	0.9890	0.0090	0.0020
JAYIRA010000055.1	0.0001	0.9998	0.0001
JAYIRA010000056.1	0.0000	0.9999	0.0001
JAYIRA010000057.1	0.0005	0.0107	0.9888
JAYIRA010000058.1	0.8937	0.1035	0.0028
JAYIRA010000059.1	0.0527	0.9335	0.0138
JAYIRA010000060.1	0.0001	0.9998	0.0001
JAYIRA010000061.1	0.9268	0.0687	0.0046
JAYIRA010000062.1	0.0111	0.9821	0.0068
JAYIRA010000063.1	0.9240	0.0729	0.0030
JAYIRA010000064.1	0.3860	0.5984	0.0156
JAYIRA010000065.1	0.9748	0.0228	0.0024
JAYIRA010000066.1	0.0001	0.0003	0.9997
JAYIRA010000067.1	0.4594	0.1858	0.3547
JAYIRA010000068.1	0.0116	0.9482	0.0403
JAYIRA010000069.1	0.1348	0.1375	0.7278
JAYIRA010000070.1	0.0001	0.9999	0.0000
JAYIRA010000071.1	0.0000	1.0000	0.0000
JAYIRA010000072.1	0.9595	0.0364	0.0041
JAYIRA010000073.1	0.0347	0.9506	0.0147
JAYIRA010000074.1	0.0000	1.0000	0.0000
JAYIRA010000075.1	0.1887	0.8061	0.0052
JAYIRA010000076.1	0.9474	0.0490	0.0036
JAYIRA010000077.1	0.9438	0.0545	0.0017
JAYIRA010000078.1	0.0763	0.8135	0.1102
JAYIRA010000079.1	0.4640	0.4651	0.0709
JAYIRA010000080.1	0.4312	0.1913	0.3775
JAYIRA010000081.1	0.3188	0.4801	0.2011
JAYIRA010000082.1	0.0000	1.0000	0.0000
JAYIRA010000083.1	0.2432	0.2890	0.4678
JAYIRA010000084.1	0.7248	0.0795	0.1957
JAYIRA010000085.1	0.2346	0.2975	0.4679
