seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIVK010000084.1	1114	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIVK010000054.1	9676	No terminal repeats	10	11	1.0000	NA	2	8.9978	G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIVK010000051.1	11701	ITR	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAYIVK010000070.1	3369	No terminal repeats	3	11	1.0000	NA	0	1.7183	NA	NA
JAYIVK010000036.1	38355	No terminal repeats	47	11	0.9999	NA	10	17.3690	I_traV;T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAYIVK010000068.1	3819	No terminal repeats	6	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIVK010000063.1	5531	No terminal repeats	6	11	0.9999	NA	0	1.4781	NA	NA
JAYIVK010000096.1	629	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAYIVK010000050.1	13815	No terminal repeats	16	11	0.9997	NA	0	1.7183	NA	NA
JAYIVK010000057.1	7808	No terminal repeats	9	11	0.9991	NA	0	0.8169	NA	NA
JAYIVK010000065.1	5413	No terminal repeats	6	11	0.9989	NA	2	5.1548	T_virB6;B_traI	NA
JAYIVK010000042.1	23191	No terminal repeats	24	11	0.9759	NA	0	2.1522	NA	NA
JAYIVK010000058.1	7744	No terminal repeats	7	11	0.9468	NA	0	0.8983	NA	NA
JAYIVK010000044.1	19450	No terminal repeats	8	11	0.7418	NA	0	0.8600	NA	NA
