seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIMH010000065.1	3601	No terminal repeats	5	11	1.0000	NA	0	2.5047	NA	NA
JAYIMH010000048.1	16285	No terminal repeats	10	11	1.0000	NA	0	1.1206	NA	NA
JAYIMH010000041.1	30473	No terminal repeats	33	11	1.0000	NA	10	16.3481	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAYIMH010000059.1	5553	No terminal repeats	10	11	0.9999	NA	0	2.4510	NA	NA
JAYIMH010000057.1	5680	No terminal repeats	2	11	0.9999	NA	0	1.7054	NA	NA
JAYIMH010000055.1	7936	No terminal repeats	9	11	0.9999	NA	0	2.1504	NA	NA
JAYIMH010000049.1	15940	No terminal repeats	9	11	0.9999	NA	0	2.3445	NA	NA
JAYIMH010000046.1	23100	No terminal repeats	23	11	0.9999	NA	0	5.5062	NA	NA
JAYIMH010000040.1	35490	No terminal repeats	40	11	0.9999	NA	2	9.8564	NA	NA
JAYIMH010000020.1	93319	No terminal repeats	69	11	0.9997	NA	3	6.0337	B_traI;T_virB6;T_virB6	NA
JAYIMH010000031.1	55363	No terminal repeats	47	11	0.9989	NA	2	0.2581	NA	NA
JAYIMH010000028.1	64505	No terminal repeats	50	11	0.9968	NA	1	1.3461	B_traH	NF012174
JAYIMH010000045.1	23894	No terminal repeats	14	11	0.9872	NA	0	1.2991	NA	NA
JAYIMH010000054.1	9103	No terminal repeats	9	11	0.9825	NA	0	0.3959	NA	NA
JAYIMH010000023.1	88298	No terminal repeats	79	11	0.9697	NA	0	0.7824	NA	NF000496
JAYIMH010000043.1	27369	No terminal repeats	22	11	0.9541	NA	0	0.2089	NA	NF033135
JAYIMH010000053.1	9541	No terminal repeats	8	11	0.9434	NA	0	0.2071	NA	NA
