seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIPU010000083.1	5970	No terminal repeats	6	11	1.0000	NA	0	5.4218	NA	NA
JAYIPU010000087.1	4793	No terminal repeats	8	11	1.0000	NA	1	0.8764	NA	NA
JAYIPU010000042.1	40717	No terminal repeats	41	11	1.0000	NA	17	32.6225	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAYIPU010000076.1	10219	No terminal repeats	10	11	0.9999	NA	0	1.8417	NA	NA
JAYIPU010000063.1	19825	No terminal repeats	25	11	0.9999	NA	2	9.8486	T_virB3	NA
JAYIPU010000073.1	10722	No terminal repeats	5	11	0.9998	NA	1	2.4488	NA	NA
JAYIPU010000054.1	31598	No terminal repeats	34	11	0.9998	NA	0	9.8590	NA	NA
JAYIPU010000081.1	8576	No terminal repeats	8	11	0.9997	NA	0	0.8399	NA	NA
JAYIPU010000060.1	25275	No terminal repeats	23	11	0.9993	NA	0	2.4834	NA	NA
JAYIPU010000075.1	10293	No terminal repeats	12	11	0.9983	NA	0	1.1242	NA	NA
JAYIPU010000059.1	25884	No terminal repeats	22	11	0.9916	NA	0	3.5686	NA	NA
JAYIPU010000069.1	14851	No terminal repeats	12	11	0.9859	NA	0	1.1230	NA	NA
JAYIPU010000068.1	14996	No terminal repeats	19	11	0.9671	NA	0	0.8214	NA	NA
JAYIPU010000082.1	7636	No terminal repeats	8	11	0.9514	NA	0	0.8861	NA	NF000496
