seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUIQA010000038.1	38587	No terminal repeats	41	11	1.0000	NA	17	36.6161	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAUIQA010000045.1	18510	No terminal repeats	20	11	1.0000	NA	1	5.8830	NA	NA
JAUIQA010000050.1	12990	No terminal repeats	13	11	0.9999	NA	0	2.4454	NA	NA
JAUIQA010000061.1	5847	No terminal repeats	9	11	0.9998	NA	0	1.5596	NA	NA
JAUIQA010000066.1	3179	No terminal repeats	4	11	0.9998	NA	1	3.4366	T_virB6	NA
JAUIQA010000062.1	5638	No terminal repeats	9	11	0.9997	NA	0	0.3559	NA	NA
JAUIQA010000049.1	15238	No terminal repeats	13	11	0.9995	NA	0	1.2466	NA	NA
JAUIQA010000067.1	3061	No terminal repeats	3	11	0.9968	NA	2	2.6906	virb4;T_virB6	NA
JAUIQA010000064.1	3861	No terminal repeats	6	11	0.9966	NA	0	1.1242	NA	NA
JAUIQA010000054.1	10716	No terminal repeats	8	11	0.9681	NA	0	0.3312	NA	NA
JAUIQA010000039.1	33294	No terminal repeats	29	11	0.9401	NA	0	3.0122	NA	NA
JAUIQA010000056.1	8971	No terminal repeats	7	11	0.9004	NA	0	0.3254	NA	NA
JAUIQA010000057.1	8369	No terminal repeats	6	11	0.8062	NA	0	0.3825	NA	NA
