seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIRF010000096.1	864	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIRF010000047.1	41290	No terminal repeats	47	11	1.0000	NA	18	42.8562	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAYIRF010000082.1	3797	No terminal repeats	4	11	1.0000	NA	0	1.9911	NA	NA
JAYIRF010000080.1	4079	No terminal repeats	6	11	1.0000	NA	0	2.5381	NA	NA
JAYIRF010000081.1	4074	No terminal repeats	6	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIRF010000060.1	22745	No terminal repeats	23	11	1.0000	NA	1	5.8830	NA	NA
JAYIRF010000068.1	17894	No terminal repeats	12	11	0.9999	NA	3	7.4585	B_traI;T_virB6;T_virB6	NA
JAYIRF010000072.1	10025	No terminal repeats	5	11	0.9998	NA	0	1.4703	NA	NA
JAYIRF010000071.1	13583	No terminal repeats	13	11	0.9998	NA	1	2.2177	NA	NA
JAYIRF010000079.1	4715	No terminal repeats	7	11	0.9998	NA	0	0.7864	NA	NA
JAYIRF010000050.1	33716	No terminal repeats	30	11	0.9997	NA	0	2.4834	NA	NA
JAYIRF010000044.1	43622	No terminal repeats	35	11	0.9996	NA	1	3.9292	NA	NA
JAYIRF010000023.1	79398	No terminal repeats	72	11	0.9985	NA	1	1.0343	NA	NA
JAYIRF010000085.1	2987	No terminal repeats	4	11	0.9975	NA	0	0.7327	NA	NA
JAYIRF010000059.1	23961	No terminal repeats	15	11	0.9958	NA	0	1.2991	NA	NA
JAYIRF010000061.1	21253	No terminal repeats	13	11	0.9880	NA	1	2.4784	B_traH	NA
JAYIRF010000022.1	79920	No terminal repeats	73	11	0.9744	NA	0	1.1458	NA	NF000496
JAYIRF010000076.1	7050	No terminal repeats	4	11	0.7178	NA	0	0.7223	NA	NA
