JAYIUT010000001.1_tRNA1_Arg	13764	13840
JAYIUT010000001.1_tRNA2_Ser	90227	90319
JAYIUT010000001.1_tRNA3_Ser	177660	177749
JAYIUT010000003.1_tRNA1_???	218555	218627
JAYIUT010000005.1_tRNA1_Gln	111310	111384
JAYIUT010000005.1_tRNA2_Met	111439	111515
JAYIUT010000008.1_tRNA1_Pro	40079	40155
JAYIUT010000008.1_tRNA2_Glu	135546	135621
JAYIUT010000009.1_tRNA1_Leu	62262	62348
JAYIUT010000013.1_tRNA1_Met	512	587
JAYIUT010000026.1_tRNA1_Phe	22455	22530
JAYIUT010000026.1_tRNA2_Pro	51745	51821
JAYIUT010000044.1_tRNA1_Asp	1	75
JAYIUT010000044.1_tRNA2_Val	105	179
JAYIUT010000044.1_tRNA3_Leu	6921	7005
JAYIUT010000044.1_tRNA4_Lys	7083	7158
JAYIUT010000044.1_tRNA5_His	7242	7318
JAYIUT010000044.1_tRNA6_Arg	7350	7426
JAYIUT010000044.1_tRNA7_Pro	7470	7546
