seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYISV010000032.1	57432	No terminal repeats	61	11	1.0000	NA	18	42.4991	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
JAYISV010000034.1	44997	DTR	54	11	0.9999	NA	10	24.3078	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;MOBP1	NA
JAYISV010000035.1	39984	DTR	51	11	0.9999	NA	11	18.7443	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2;I_traV	NA
JAYISV010000058.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYISV010000042.1	15712	DTR	28	11	0.9999	NA	0	11.9526	NA	NA
JAYISV010000056.1	5647	No terminal repeats	9	11	0.9997	NA	0	0.3559	NA	NA
JAYISV010000052.1	6249	No terminal repeats	9	11	0.9993	NA	0	1.1242	NA	NA
JAYISV010000043.1	15181	No terminal repeats	12	11	0.9980	NA	0	1.2466	NA	NA
JAYISV010000059.1	3061	No terminal repeats	3	11	0.9964	NA	2	2.6906	T_virB6;virb4	NA
JAYISV010000049.1	8369	No terminal repeats	6	11	0.9296	NA	0	0.3825	NA	NA
JAYISV010000048.1	8971	No terminal repeats	7	11	0.8114	NA	0	0.3254	NA	NA
JAYISV010000038.1	33266	No terminal repeats	28	11	0.7956	NA	0	3.0122	NA	NA
