seq_name	chromosome_score	plasmid_score	virus_score
JAYIQS010000001.1	0.9673	0.0301	0.0026
JAYIQS010000002.1	0.9623	0.0347	0.0030
JAYIQS010000003.1	0.9771	0.0210	0.0019
JAYIQS010000004.1	0.9549	0.0419	0.0033
JAYIQS010000005.1	0.9494	0.0469	0.0037
JAYIQS010000006.1	0.9709	0.0263	0.0027
JAYIQS010000007.1	0.9415	0.0545	0.0040
JAYIQS010000008.1	0.9323	0.0632	0.0045
JAYIQS010000009.1	0.9508	0.0454	0.0038
JAYIQS010000010.1	0.9385	0.0573	0.0042
JAYIQS010000011.1	0.9284	0.0660	0.0056
JAYIQS010000012.1	0.9569	0.0400	0.0031
JAYIQS010000013.1	0.9509	0.0456	0.0035
JAYIQS010000014.1	0.8871	0.1065	0.0064
JAYIQS010000015.1	0.8818	0.1113	0.0069
JAYIQS010000016.1	0.9308	0.0640	0.0053
JAYIQS010000017.1	0.9738	0.0239	0.0023
JAYIQS010000018.1	0.9529	0.0425	0.0045
JAYIQS010000019.1	0.9503	0.0464	0.0033
JAYIQS010000020.1	0.9518	0.0444	0.0038
JAYIQS010000021.1	0.9131	0.0816	0.0052
JAYIQS010000022.1	0.9618	0.0350	0.0032
JAYIQS010000023.1	0.9857	0.0128	0.0015
JAYIQS010000024.1	0.8685	0.1249	0.0066
JAYIQS010000025.1	0.9327	0.0634	0.0039
JAYIQS010000026.1	0.9289	0.0659	0.0052
JAYIQS010000027.1	0.9802	0.0178	0.0020
JAYIQS010000028.1	0.9908	0.0079	0.0013
JAYIQS010000029.1	0.9631	0.0342	0.0026
JAYIQS010000030.1	0.9387	0.0568	0.0045
JAYIQS010000031.1	0.9642	0.0331	0.0027
JAYIQS010000032.1	0.9947	0.0046	0.0007
JAYIQS010000033.1	0.0001	0.9999	0.0001
JAYIQS010000034.1	0.9720	0.0255	0.0024
JAYIQS010000035.1	0.9649	0.0325	0.0026
JAYIQS010000036.1	0.9222	0.0737	0.0041
JAYIQS010000037.1	0.6391	0.3473	0.0136
JAYIQS010000038.1	0.8055	0.1885	0.0060
JAYIQS010000039.1	0.9917	0.0071	0.0012
JAYIQS010000040.1	0.8719	0.1237	0.0044
JAYIQS010000041.1	0.9787	0.0195	0.0018
JAYIQS010000042.1	0.9200	0.0739	0.0061
JAYIQS010000043.1	0.9551	0.0419	0.0030
JAYIQS010000044.1	0.0002	0.9997	0.0001
JAYIQS010000045.1	0.9834	0.0152	0.0014
JAYIQS010000046.1	0.8577	0.1334	0.0088
JAYIQS010000047.1	0.9711	0.0271	0.0018
JAYIQS010000048.1	0.9929	0.0062	0.0010
JAYIQS010000049.1	0.9972	0.0020	0.0009
JAYIQS010000050.1	0.0000	0.9999	0.0001
JAYIQS010000051.1	0.0006	0.9991	0.0003
JAYIQS010000052.1	0.9911	0.0079	0.0010
JAYIQS010000053.1	0.4754	0.5148	0.0098
JAYIQS010000054.1	0.9537	0.0428	0.0035
JAYIQS010000055.1	0.9689	0.0272	0.0039
JAYIQS010000056.1	0.9587	0.0390	0.0023
JAYIQS010000057.1	0.0410	0.9037	0.0553
JAYIQS010000058.1	0.0115	0.9865	0.0020
JAYIQS010000059.1	0.0124	0.9859	0.0017
JAYIQS010000060.1	0.0024	0.6000	0.3976
JAYIQS010000061.1	0.9072	0.0874	0.0054
JAYIQS010000062.1	0.9954	0.0042	0.0004
JAYIQS010000063.1	0.9974	0.0022	0.0004
JAYIQS010000064.1	0.0002	0.9998	0.0001
JAYIQS010000065.1	0.0002	0.9992	0.0006
JAYIQS010000066.1	0.0000	0.9999	0.0001
JAYIQS010000067.1	0.0002	0.9996	0.0001
JAYIQS010000068.1	0.1798	0.8003	0.0199
JAYIQS010000069.1	0.1875	0.7992	0.0133
JAYIQS010000070.1	0.1542	0.8315	0.0144
JAYIQS010000071.1	0.0367	0.9481	0.0152
JAYIQS010000072.1	0.0692	0.0376	0.8932
