seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIUD010000062.1	3435	No terminal repeats	5	11	1.0000	NA	0	2.5047	NA	NA
JAYIUD010000040.1	45834	No terminal repeats	57	11	0.9999	NA	11	20.9201	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAYIUD010000054.1	9761	No terminal repeats	6	11	0.9999	NA	0	3.4237	NA	NA
JAYIUD010000055.1	9199	No terminal repeats	12	11	0.9999	NA	0	2.1498	NA	NA
JAYIUD010000053.1	12824	No terminal repeats	13	11	0.9997	NA	1	2.2177	NA	NA
JAYIUD010000025.1	93325	No terminal repeats	69	11	0.9996	NA	3	6.0337	B_traI;T_virB6;T_virB6	NA
JAYIUD010000037.1	55364	No terminal repeats	47	11	0.9994	NA	2	0.2581	NA	NA
JAYIUD010000052.1	13148	No terminal repeats	11	11	0.9983	NA	0	1.6371	NA	NA
JAYIUD010000063.1	3159	No terminal repeats	4	11	0.9978	NA	0	0.7327	NA	NA
JAYIUD010000033.1	64478	No terminal repeats	50	11	0.9949	NA	1	1.3461	B_traH	NF012174
JAYIUD010000048.1	23894	No terminal repeats	14	11	0.9871	NA	0	1.2991	NA	NA
JAYIUD010000027.1	88239	No terminal repeats	78	11	0.9399	NA	0	0.7824	NA	NF000496
