seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIMU010000080.1	432	No terminal repeats	1	11	1.0000	NA	1	1.7183	T_virB6	NA
JAYIMU010000060.1	3808	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIMU010000064.1	3528	No terminal repeats	5	11	0.9999	NA	0	1.7183	NA	NA
JAYIMU010000045.1	16200	No terminal repeats	12	11	0.9999	NA	0	2.2605	NA	NA
JAYIMU010000028.1	60376	No terminal repeats	63	11	0.9999	NA	1	15.9379	MOBQ	NF000496
JAYIMU010000052.1	8775	No terminal repeats	12	11	0.9999	NA	0	1.9155	NA	NA
JAYIMU010000066.1	3179	No terminal repeats	4	11	0.9998	NA	1	3.4366	T_virB6	NA
JAYIMU010000039.1	34505	No terminal repeats	30	11	0.9994	NA	0	2.3511	NA	NA
JAYIMU010000062.1	3642	No terminal repeats	5	11	0.9992	NA	0	1.1242	NA	NA
JAYIMU010000065.1	3414	No terminal repeats	3	11	0.9989	NA	0	1.6693	NA	NA
JAYIMU010000067.1	2523	No terminal repeats	3	11	0.9980	NA	2	2.6906	virb4;T_virB6	NA
JAYIMU010000041.1	25374	No terminal repeats	23	11	0.9731	NA	0	1.1274	NA	NA
JAYIMU010000051.1	9712	No terminal repeats	8	11	0.9708	NA	0	0.2071	NA	NA
