seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIVC010000083.1	3398	No terminal repeats	6	11	1.0000	NA	1	1.0908	T_virB6	NA
JAYIVC010000072.1	8597	No terminal repeats	9	11	1.0000	NA	1	7.8724	G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAYIVC010000066.1	11547	No terminal repeats	10	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JAYIVC010000067.1	11327	No terminal repeats	12	11	1.0000	NA	0	2.5381	NA	NA
JAYIVC010000111.1	541	No terminal repeats	1	11	0.9999	NA	1	1.7183	T_virB6	NA
JAYIVC010000084.1	2845	No terminal repeats	3	11	0.9998	NA	1	1.7183	T_virB6	NA
JAYIVC010000070.1	9826	No terminal repeats	8	11	0.9995	NA	0	1.3549	NA	NA
JAYIVC010000076.1	5810	No terminal repeats	7	11	0.9991	NA	3	4.3174	virb4;T_virB3;T_virB2	NA
JAYIVC010000079.1	4621	No terminal repeats	5	11	0.9986	NA	0	0.7327	NA	NA
JAYIVC010000045.1	32211	No terminal repeats	30	11	0.9979	NA	0	2.0578	NA	NA
JAYIVC010000044.1	36180	No terminal repeats	29	11	0.9975	NA	1	1.6166	NA	NF012174
JAYIVC010000060.1	17730	No terminal repeats	4	11	0.9942	NA	0	1.3078	NA	NA
JAYIVC010000073.1	7845	No terminal repeats	8	11	0.9925	NA	0	0.9301	NA	NA
JAYIVC010000097.1	1227	No terminal repeats	1	11	0.9888	NA	1	1.1254	MOBH	NA
JAYIVC010000068.1	10957	No terminal repeats	8	11	0.9822	NA	0	0.3312	NA	NA
JAYIVC010000050.1	27326	No terminal repeats	20	11	0.8943	NA	0	0.2089	NA	NF033135
JAYIVC010000065.1	11822	No terminal repeats	9	11	0.8712	NA	0	0.8983	NA	NA
