seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIUJ010000072.1	7540	No terminal repeats	8	11	1.0000	NA	0	5.4218	NA	NA
JAYIUJ010000070.1	8596	No terminal repeats	9	11	1.0000	NA	1	7.8724	G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JAYIUJ010000065.1	11547	No terminal repeats	10	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JAYIUJ010000081.1	3397	No terminal repeats	6	11	1.0000	NA	1	1.0908	T_virB6	NA
JAYIUJ010000083.1	2781	No terminal repeats	3	11	0.9999	NA	1	1.7183	T_virB6	NA
JAYIUJ010000112.1	541	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAYIUJ010000079.1	4622	No terminal repeats	5	11	0.9992	NA	0	0.7327	NA	NA
JAYIUJ010000045.1	32211	No terminal repeats	30	11	0.9979	NA	0	2.0578	NA	NA
JAYIUJ010000067.1	9827	No terminal repeats	8	11	0.9979	NA	0	1.3549	NA	NA
JAYIUJ010000058.1	17731	No terminal repeats	4	11	0.9964	NA	0	1.3078	NA	NA
JAYIUJ010000071.1	7845	No terminal repeats	8	11	0.9949	NA	0	0.9301	NA	NA
JAYIUJ010000098.1	1227	No terminal repeats	1	11	0.9888	NA	1	1.1254	MOBH	NA
JAYIUJ010000044.1	35950	No terminal repeats	29	11	0.9869	NA	1	1.6166	NA	NF012174
JAYIUJ010000084.1	2716	No terminal repeats	4	11	0.9665	NA	0	0.6063	NA	NA
JAYIUJ010000068.1	9616	No terminal repeats	7	11	0.9471	NA	0	0.2071	NA	NA
JAYIUJ010000054.1	27325	No terminal repeats	20	11	0.8836	NA	0	0.2089	NA	NF033135
