JAYISP010000013.1_102 # 105686 # 106114 # 1 # ID=13_102;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.636	GENOMAD.194767.VC	6.604E-05	44	0
JAYISP010000014.1_37 # 47531 # 48748 # 1 # ID=14_37;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.687	GENOMAD.105932.CP	7.570E-12	70	0
JAYISP010000014.1_101 # 125267 # 126445 # 1 # ID=14_101;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.685	GENOMAD.136095.CP	9.482E-103	340	0
JAYISP010000024.1_58 # 76818 # 77684 # -1 # ID=24_58;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.630	GENOMAD.114942.PC	6.952E-07	53	0
JAYISP010000025.1_52 # 50959 # 53307 # 1 # ID=25_52;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.674	GENOMAD.112718.CP	2.154E-196	631	0
JAYISP010000025.1_84 # 84666 # 85247 # 1 # ID=25_84;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.646	GENOMAD.099157.CV	5.009E-61	209	1246
JAYISP010000026.1_30 # 36119 # 36796 # -1 # ID=26_30;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.706	GENOMAD.137611.CP	2.625E-25	107	0
JAYISP010000040.1_9 # 5331 # 6338 # -1 # ID=40_9;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.679	GENOMAD.197924.PC	2.848E-189	587	0
JAYISP010000001.1_7 # 7876 # 9237 # -1 # ID=1_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.662	GENOMAD.114680.CP	9.648E-61	220	1246
JAYISP010000001.1_39 # 36118 # 37038 # -1 # ID=1_39;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.688	GENOMAD.194382.CP	2.568E-04	45	0
JAYISP010000001.1_103 # 102753 # 103613 # 1 # ID=1_103;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.676	GENOMAD.129411.CP	2.744E-29	121	0
JAYISP010000013.1_112 # 115859 # 117997 # -1 # ID=13_112;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.667	GENOMAD.148417.CP	2.103E-45	180	1246
JAYISP010000014.1_15 # 20144 # 20545 # 1 # ID=14_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.659	GENOMAD.141836.CP	4.828E-50	174	0
JAYISP010000015.1_4 # 3847 # 5196 # -1 # ID=15_4;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.713	GENOMAD.094189.CV	5.548E-13	74	0
JAYISP010000009.1_22 # 23318 # 23737 # -1 # ID=9_22;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.686	GENOMAD.103286.CP	1.592E-56	193	0
JAYISP010000009.1_54 # 61208 # 62035 # -1 # ID=9_54;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.688	GENOMAD.118488.CP	5.390E-20	93	1246
JAYISP010000009.1_86 # 100989 # 101891 # -1 # ID=9_86;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.631	GENOMAD.038780.CC	7.947E-89	295	0
JAYISP010000010.1_16 # 20982 # 22859 # 1 # ID=10_16;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.676	GENOMAD.151024.CP	4.101E-08	59	0
JAYISP010000010.1_80 # 100590 # 101216 # 1 # ID=10_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.668	GENOMAD.161205.CP	5.864E-11	64	0
