seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUINJ010000107.1	1111	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAUINJ010000086.1	5660	No terminal repeats	8	11	1.0000	NA	0	0.8501	NA	NA
JAUINJ010000061.1	21068	No terminal repeats	20	11	1.0000	NA	0	9.9257	NA	NA
JAUINJ010000075.1	10222	No terminal repeats	11	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAUINJ010000091.1	3819	No terminal repeats	6	11	0.9999	NA	1	3.4366	T_virB6	NA
JAUINJ010000088.1	4968	No terminal repeats	8	11	0.9999	NA	0	5.0964	G_tfc18;G_tfc19	NA
JAUINJ010000083.1	6454	No terminal repeats	5	11	0.9999	NA	0	1.7183	NA	NA
JAUINJ010000079.1	8044	No terminal repeats	10	11	0.9999	NA	0	1.2782	NA	NA
JAUINJ010000056.1	26086	No terminal repeats	27	11	0.9998	NA	0	1.3797	NA	NA
JAUINJ010000119.1	541	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JAUINJ010000095.1	2518	No terminal repeats	2	11	0.9998	NA	1	2.2747	G_tfc23;G_tfc22	NA
JAUINJ010000055.1	27101	No terminal repeats	25	11	0.9944	NA	0	1.6063	NA	NA
JAUINJ010000074.1	10952	No terminal repeats	8	11	0.9821	NA	0	0.3312	NA	NA
JAUINJ010000081.1	7752	No terminal repeats	6	11	0.9570	NA	0	0.8983	NA	NA
JAUINJ010000058.1	23166	No terminal repeats	23	11	0.9528	NA	0	2.1522	NA	NA
JAUINJ010000076.1	9651	No terminal repeats	7	11	0.9496	NA	0	0.2071	NA	NA
JAUINJ010000089.1	4621	No terminal repeats	4	11	0.8588	NA	0	0.3163	NA	NA
JAUINJ010000077.1	8824	No terminal repeats	7	11	0.7936	NA	0	0.3254	NA	NA
JAUINJ010000038.1	45582	No terminal repeats	44	11	0.7526	NA	1	0.3168	NA	NA
JAUINJ010000037.1	46935	No terminal repeats	40	11	0.7168	NA	0	0.8870	NA	NF012174
