seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAUIQC010000092.1	3398	No terminal repeats	6	11	1.0000	NA	1	1.0908	T_virB6	NA
JAUIQC010000074.1	11547	No terminal repeats	10	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JAUIQC010000079.1	8597	No terminal repeats	9	11	1.0000	NA	1	7.8724	G_tfc23;G_tfc22;G_tfc18;G_tfc19	NA
JAUIQC010000048.1	38013	DTR	41	11	0.9999	NA	10	18.0227	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAUIQC010000123.1	541	No terminal repeats	1	11	0.9999	NA	1	1.7183	T_virB6	NA
JAUIQC010000093.1	2781	No terminal repeats	3	11	0.9998	NA	1	1.7183	T_virB6	NA
JAUIQC010000077.1	9827	No terminal repeats	8	11	0.9996	NA	0	1.3549	NA	NA
JAUIQC010000089.1	4622	No terminal repeats	5	11	0.9992	NA	0	0.7327	NA	NA
JAUIQC010000052.1	32211	No terminal repeats	30	11	0.9979	NA	0	2.0578	NA	NA
JAUIQC010000064.1	17733	No terminal repeats	4	11	0.9963	NA	0	1.3078	NA	NA
JAUIQC010000082.1	7853	No terminal repeats	8	11	0.9922	NA	0	0.9301	NA	NA
JAUIQC010000106.1	1227	No terminal repeats	1	11	0.9882	NA	1	1.1254	MOBH	NA
JAUIQC010000049.1	35943	No terminal repeats	29	11	0.9865	NA	1	1.6166	NA	NF012174
JAUIQC010000075.1	10939	No terminal repeats	8	11	0.9785	NA	0	0.3312	NA	NA
JAUIQC010000078.1	9650	No terminal repeats	7	11	0.9327	NA	0	0.2071	NA	NA
JAUIQC010000081.1	8037	No terminal repeats	5	11	0.7190	NA	0	0.7223	NA	NA
