seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIUT010000084.1	2412	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIUT010000070.1	8597	No terminal repeats	9	11	1.0000	NA	1	7.8724	G_tfc23;G_tfc22;G_tfc18;G_tfc19	NA
JAYIUT010000065.1	11547	No terminal repeats	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAYIUT010000068.1	9827	No terminal repeats	8	11	0.9996	NA	0	1.3549	NA	NA
JAYIUT010000078.1	4621	No terminal repeats	5	11	0.9992	NA	0	0.7327	NA	NA
JAYIUT010000046.1	32211	No terminal repeats	30	11	0.9974	NA	0	2.0578	NA	NA
JAYIUT010000060.1	17729	No terminal repeats	4	11	0.9968	NA	0	1.3078	NA	NA
JAYIUT010000045.1	35950	No terminal repeats	29	11	0.9959	NA	1	1.6166	NA	NF012174
JAYIUT010000071.1	7837	No terminal repeats	8	11	0.9952	NA	0	0.9301	NA	NA
JAYIUT010000094.1	1227	No terminal repeats	1	11	0.9888	NA	1	1.1254	MOBH	NA
JAYIUT010000052.1	27325	No terminal repeats	20	11	0.8897	NA	0	0.2089	NA	NF033135
JAYIUT010000064.1	11819	No terminal repeats	9	11	0.8892	NA	0	0.8983	NA	NA
JAYIUT010000050.1	28270	No terminal repeats	23	11	0.7095	NA	0	2.0821	NA	NA
