seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIPA010000107.1	332	No terminal repeats	1	11	1.0000	NA	1	1.7183	T_virB6	NA
JAYIPA010000076.1	3179	No terminal repeats	4	11	0.9999	NA	1	3.4366	T_virB6	NA
JAYIPA010000070.1	5015	No terminal repeats	5	11	0.9999	NA	0	1.7183	NA	NA
JAYIPA010000060.1	15933	No terminal repeats	10	11	0.9999	NA	0	3.7449	NA	NA
JAYIPA010000052.1	22445	No terminal repeats	24	11	0.9999	NA	0	4.3011	NA	NA
JAYIPA010000055.1	20071	No terminal repeats	12	11	0.9999	NA	0	3.4237	NA	NA
JAYIPA010000062.1	8875	No terminal repeats	10	11	0.9997	NA	0	1.6693	NA	NA
JAYIPA010000069.1	5029	No terminal repeats	5	11	0.9996	NA	1	3.4366	T_virB6	NA
JAYIPA010000046.1	28158	No terminal repeats	31	11	0.9996	NA	0	6.4225	NA	NA
JAYIPA010000028.1	66896	No terminal repeats	60	11	0.9995	NA	0	1.8122	NA	NA
JAYIPA010000050.1	24698	No terminal repeats	19	11	0.9993	NA	1	0.6329	B_traH	NA
JAYIPA010000072.1	4497	No terminal repeats	5	11	0.9989	NA	0	1.1349	NA	NA
JAYIPA010000039.1	35647	No terminal repeats	24	11	0.9980	NA	0	1.5168	NA	NF033135
JAYIPA010000059.1	16059	No terminal repeats	14	11	0.9905	NA	0	0.9910	NA	NA
JAYIPA010000068.1	5306	ITR	7	11	0.9697	NA	0	0.2071	NA	NA
JAYIPA010000053.1	20782	No terminal repeats	19	11	0.7208	NA	0	0.6901	NA	NA
