seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYITX010000063.1	4774	DTR	6	11	1.0000	NA	2	4.2301	NA	NA
JAYITX010000051.1	15420	No terminal repeats	16	11	1.0000	NA	4	11.4872	NA	NA
JAYITX010000058.1	6978	No terminal repeats	8	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JAYITX010000069.1	2613	ITR	5	11	0.9999	NA	0	2.1067	NA	NA
JAYITX010000052.1	15069	No terminal repeats	14	11	0.9999	NA	0	2.7907	NA	NA
JAYITX010000023.1	83457	No terminal repeats	75	11	0.9996	NA	1	1.4857	NA	NA
JAYITX010000060.1	6738	No terminal repeats	6	11	0.9995	NA	0	1.6693	NA	NA
JAYITX010000065.1	4173	No terminal repeats	6	11	0.9992	NA	0	1.2723	NA	NA
JAYITX010000041.1	35984	No terminal repeats	31	11	0.9973	NA	0	2.8653	NA	NA
JAYITX010000061.1	6350	No terminal repeats	4	11	0.9402	NA	0	1.1813	NA	NF012174
JAYITX010000064.1	4618	No terminal repeats	6	11	0.8156	NA	1	1.8235	NA	NA
