seq_name	chromosome_score	plasmid_score	virus_score
JAYIOZ010000001.1	0.9378	0.0582	0.0041
JAYIOZ010000002.1	0.9507	0.0453	0.0040
JAYIOZ010000003.1	0.9592	0.0377	0.0030
JAYIOZ010000004.1	0.9620	0.0345	0.0035
JAYIOZ010000005.1	0.9732	0.0247	0.0022
JAYIOZ010000006.1	0.9475	0.0485	0.0040
JAYIOZ010000007.1	0.9546	0.0421	0.0032
JAYIOZ010000008.1	0.9749	0.0227	0.0023
JAYIOZ010000009.1	0.9597	0.0371	0.0031
JAYIOZ010000010.1	0.9703	0.0273	0.0024
JAYIOZ010000011.1	0.9128	0.0816	0.0056
JAYIOZ010000012.1	0.9483	0.0481	0.0036
JAYIOZ010000013.1	0.9305	0.0639	0.0057
JAYIOZ010000014.1	0.9834	0.0150	0.0016
JAYIOZ010000015.1	0.9553	0.0415	0.0032
JAYIOZ010000016.1	0.9735	0.0241	0.0024
JAYIOZ010000017.1	0.9724	0.0254	0.0022
JAYIOZ010000018.1	0.9664	0.0311	0.0025
JAYIOZ010000019.1	0.9313	0.0643	0.0043
JAYIOZ010000020.1	0.9178	0.0764	0.0058
JAYIOZ010000021.1	0.9712	0.0266	0.0021
JAYIOZ010000022.1	0.9123	0.0817	0.0060
JAYIOZ010000023.1	0.9743	0.0231	0.0026
JAYIOZ010000024.1	0.9321	0.0638	0.0041
JAYIOZ010000025.1	0.0067	0.9924	0.0010
JAYIOZ010000026.1	0.9935	0.0057	0.0008
JAYIOZ010000027.1	0.4925	0.5004	0.0071
JAYIOZ010000028.1	0.9869	0.0117	0.0014
JAYIOZ010000029.1	0.9596	0.0377	0.0027
JAYIOZ010000030.1	0.8235	0.1680	0.0085
JAYIOZ010000031.1	0.9635	0.0340	0.0026
JAYIOZ010000032.1	0.9090	0.0860	0.0050
JAYIOZ010000033.1	0.9258	0.0702	0.0040
JAYIOZ010000034.1	0.9422	0.0540	0.0038
JAYIOZ010000035.1	0.8928	0.1003	0.0068
JAYIOZ010000036.1	0.9324	0.0638	0.0037
JAYIOZ010000037.1	0.9607	0.0361	0.0032
JAYIOZ010000038.1	0.9555	0.0414	0.0032
JAYIOZ010000039.1	0.9419	0.0540	0.0040
JAYIOZ010000040.1	0.8645	0.1287	0.0068
JAYIOZ010000041.1	0.9878	0.0109	0.0014
JAYIOZ010000042.1	0.0035	0.9959	0.0006
JAYIOZ010000043.1	0.8157	0.1761	0.0082
JAYIOZ010000044.1	0.0024	0.9974	0.0003
JAYIOZ010000045.1	0.9533	0.0435	0.0032
JAYIOZ010000046.1	0.9251	0.0701	0.0048
JAYIOZ010000047.1	0.0061	0.9936	0.0004
JAYIOZ010000048.1	0.3703	0.6257	0.0040
JAYIOZ010000049.1	0.9333	0.0614	0.0052
JAYIOZ010000050.1	0.1085	0.8897	0.0017
JAYIOZ010000051.1	0.7985	0.1936	0.0079
JAYIOZ010000052.1	0.9361	0.0599	0.0039
JAYIOZ010000053.1	0.9888	0.0100	0.0012
JAYIOZ010000054.1	0.9832	0.0148	0.0020
JAYIOZ010000055.1	0.0037	0.9959	0.0004
JAYIOZ010000056.1	0.5415	0.4502	0.0083
JAYIOZ010000057.1	0.9978	0.0016	0.0006
JAYIOZ010000058.1	0.9388	0.0540	0.0073
JAYIOZ010000059.1	0.0000	1.0000	0.0000
JAYIOZ010000060.1	0.9901	0.0084	0.0014
JAYIOZ010000061.1	0.0002	0.9997	0.0001
JAYIOZ010000062.1	0.0472	0.9471	0.0057
JAYIOZ010000063.1	0.0000	1.0000	0.0000
JAYIOZ010000064.1	0.0064	0.9925	0.0011
JAYIOZ010000065.1	0.0035	0.9854	0.0111
JAYIOZ010000066.1	0.9405	0.0590	0.0005
JAYIOZ010000067.1	0.7703	0.2045	0.0252
JAYIOZ010000068.1	0.0003	0.9986	0.0011
JAYIOZ010000069.1	0.0055	0.1253	0.8692
JAYIOZ010000070.1	0.9961	0.0034	0.0004
JAYIOZ010000071.1	0.3496	0.5473	0.1030
JAYIOZ010000072.1	0.0000	1.0000	0.0000
JAYIOZ010000073.1	0.4607	0.4129	0.1264
JAYIOZ010000074.1	0.0000	0.9998	0.0001
JAYIOZ010000075.1	0.9896	0.0086	0.0018
JAYIOZ010000076.1	0.9933	0.0061	0.0006
JAYIOZ010000077.1	0.3509	0.5294	0.1197
JAYIOZ010000078.1	0.0073	0.9683	0.0244
JAYIOZ010000079.1	0.0525	0.1767	0.7708
JAYIOZ010000080.1	0.1487	0.8020	0.0494
JAYIOZ010000081.1	0.8652	0.1037	0.0311
JAYIOZ010000082.1	0.6515	0.2583	0.0902
JAYIOZ010000083.1	0.9874	0.0120	0.0006
JAYIOZ010000084.1	0.2061	0.7106	0.0833
JAYIOZ010000085.1	0.0115	0.9882	0.0003
JAYIOZ010000086.1	0.1466	0.7310	0.1223
JAYIOZ010000087.1	0.0137	0.9795	0.0069
JAYIOZ010000088.1	0.0010	0.9978	0.0012
JAYIOZ010000089.1	0.1627	0.6700	0.1673
JAYIOZ010000090.1	0.4423	0.1271	0.4306
JAYIOZ010000091.1	0.0001	0.9999	0.0000
JAYIOZ010000092.1	0.0001	0.9997	0.0002
JAYIOZ010000093.1	0.8222	0.0542	0.1236
JAYIOZ010000094.1	0.7796	0.1421	0.0783
JAYIOZ010000095.1	0.8013	0.1468	0.0518
JAYIOZ010000096.1	0.3879	0.3138	0.2983
JAYIOZ010000097.1	0.7934	0.1739	0.0327
JAYIOZ010000098.1	0.2112	0.6756	0.1133
JAYIOZ010000099.1	0.0958	0.0300	0.8742
JAYIOZ010000100.1	0.2592	0.0479	0.6929
JAYIOZ010000101.1	0.0001	0.9999	0.0000
JAYIOZ010000102.1	0.5668	0.0632	0.3701
JAYIOZ010000103.1	0.4643	0.0604	0.4753
JAYIOZ010000104.1	0.2987	0.0559	0.6454
JAYIOZ010000105.1	0.6859	0.0413	0.2728
JAYIOZ010000106.1	0.2052	0.2398	0.5549
JAYIOZ010000107.1	0.7686	0.0555	0.1759
JAYIOZ010000108.1	0.5045	0.0575	0.4380
JAYIOZ010000109.1	0.4793	0.1181	0.4027
JAYIOZ010000110.1	0.8055	0.0545	0.1400
