gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
1_1	428	700	273	1	0.645	11	None	GENOMAD.133850.CP	6.386e-05	42	0	0	0	1	NA	NA	NA	PF01797;COG1943	REP element-mobilizing transposase RayT
1_2	1055	5971	4917	-1	0.671	11	AGGA	GENOMAD.145722.CP	1.649e-119	426	0	0	0	1	NA	NA	NA	PF07678;PF17973;PF17972;PF17962;PF11974;PF01835;PF00207;PF17970;K06894;COG2373	Uncharacterized conserved protein YfaS, alpha-2-macroglobulin family
1_3	6739	7740	1002	-1	0.687	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_4	7814	10030	2217	-1	0.650	11	GGAG/GAGG	GENOMAD.129297.CP	3.084e-16	86	0	0	0	1	NA	NA	NA	K15721;COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
1_5	10285	11484	1200	-1	0.682	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_6	11578	11895	318	-1	0.638	11	None	GENOMAD.196233.PC	3.654e-24	98	0	1	0	1	NA	NA	NA	PF05016;K19093;COG3668	Plasmid stabilization system protein ParE
1_7	11892	12134	243	-1	0.621	11	GGAG/GAGG	GENOMAD.160466.PC	1.715e-13	66	0	0	0	1	NA	NA	NA	PF03693;TIGR02606;COG3609;K07722	putative addiction module antidote protein, CC2985 family
1_8	12221	14815	2595	-1	0.645	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_9	15035	16189	1155	-1	0.628	11	GGAG/GAGG	GENOMAD.123376.CP	4.939e-10	64	0	0	0	1	NA	NA	NA	PF00285;TIGR01798;COG0372;K01659	citrate synthase I (hexameric type)
1_10	16265	17161	897	-1	0.654	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_11	17307	18908	1602	1	0.692	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_12	19005	19334	330	-1	0.597	11	AGGAG	GENOMAD.112646.PP	2.581e-53	182	0	0	0	1	NA	B_traH	NA	PF12992;TIGR03066;COG4939	Gemmata obscuriglobus paralogous family TIGR03066
1_13	19542	19766	225	-1	0.671	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_14	20225	20443	219	1	0.630	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_15	20824	21111	288	-1	0.552	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_16	21222	21500	279	1	0.620	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_17	21762	21959	198	1	0.672	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_18	21952	22386	435	1	0.660	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_19	22400	22867	468	1	0.647	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_20	23322	24374	1053	1	0.653	11	GGAG/GAGG	GENOMAD.167202.VV	3.187e-204	631	0	0	0	1	NA	NA	NA	PF02924	Bacteriophage lambda head decoration protein D
1_21	24771	25379	609	1	0.621	11	GGAG/GAGG	GENOMAD.143103.VP	1.153e-46	168	0	0	1	1246	Caudoviricetes	NA	NA	PF06805;COG4723;TIGR01687	Phage-related protein, tail component
1_22	25459	25869	411	-1	0.547	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
1_23	26233	26772	540	1	0.637	11	AGGA	GENOMAD.207551.VP	4.901e-37	139	0	0	0	1246	Caudoviricetes	NA	NA	COG3646;TIGR02681	Phage regulatory protein Rha
