seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIWH010000091.1	859	No terminal repeats	2	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIWH010000078.1	3568	No terminal repeats	5	11	1.0000	NA	0	2.9906	NA	NA
JAYIWH010000065.1	10050	No terminal repeats	11	11	1.0000	NA	2	8.9978	G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIWH010000077.1	4074	No terminal repeats	6	11	1.0000	NA	1	3.4366	T_virB6	NA
JAYIWH010000061.1	11700	ITR	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JAYIWH010000054.1	18118	No terminal repeats	19	11	0.9999	NA	0	3.1964	NA	NA
JAYIWH010000093.1	541	No terminal repeats	1	11	0.9999	NA	1	1.7183	T_virB6	NA
JAYIWH010000020.1	84366	No terminal repeats	74	11	0.9997	NA	1	1.4857	NA	NA
JAYIWH010000060.1	15273	No terminal repeats	13	11	0.9970	NA	0	1.0007	NA	NA
JAYIWH010000072.1	5316	No terminal repeats	5	11	0.9832	NA	0	0.2071	NA	NA
JAYIWH010000068.1	7743	No terminal repeats	6	11	0.9625	NA	0	0.8983	NA	NA
JAYIWH010000069.1	6607	No terminal repeats	5	11	0.7927	NA	0	0.3163	NA	NA
