seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBEFUE010000071.1	8597	No terminal repeats	9	11	1.0000	NA	1	7.8724	G_tfc19;G_tfc18;G_tfc22;G_tfc23	NA
JBEFUE010000067.1	11547	No terminal repeats	10	11	1.0000	NA	2	5.1548	B_traI;T_virB6	NA
JBEFUE010000086.1	2498	No terminal repeats	6	11	0.9999	NA	1	3.4366	T_virB6	NA
JBEFUE010000088.1	2412	No terminal repeats	2	11	0.9999	NA	1	3.4366	T_virB6	NA
JBEFUE010000080.1	4621	No terminal repeats	5	11	0.9992	NA	0	0.7327	NA	NA
JBEFUE010000053.1	23977	No terminal repeats	15	11	0.9990	NA	0	2.2315	NA	NA
JBEFUE010000070.1	9827	No terminal repeats	8	11	0.9980	NA	0	1.3549	NA	NA
JBEFUE010000044.1	32211	No terminal repeats	30	11	0.9979	NA	0	2.0578	NA	NA
JBEFUE010000043.1	35950	No terminal repeats	29	11	0.9959	NA	1	1.6166	NA	NF012174
JBEFUE010000060.1	17730	No terminal repeats	4	11	0.9942	NA	0	1.3078	NA	NA
JBEFUE010000074.1	7905	No terminal repeats	9	11	0.9918	NA	0	0.9301	NA	NA
JBEFUE010000096.1	1227	No terminal repeats	1	11	0.9882	NA	1	1.1254	MOBH	NA
JBEFUE010000077.1	5537	No terminal repeats	3	11	0.9559	NA	0	1.3652	NA	NA
JBEFUE010000050.1	27325	No terminal repeats	20	11	0.8897	NA	0	0.2089	NA	NF033135
