seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAYIMT010000060.1	7845	No terminal repeats	10	11	1.0000	NA	2	5.1548	T_virB6;B_traI	NA
JAYIMT010000038.1	39120	No terminal repeats	47	11	1.0000	NA	11	24.2759	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAYIMT010000020.1	99213	No terminal repeats	89	11	1.0000	NA	18	45.1080	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JAYIMT010000056.1	11151	No terminal repeats	12	11	0.9998	NA	0	2.7907	NA	NA
JAYIMT010000051.1	17346	No terminal repeats	14	11	0.9997	NA	6	7.5359	virb4;T_virB3;T_virB2;T_virB9;T_virB8	NA
JAYIMT010000054.1	13317	No terminal repeats	11	11	0.9997	NA	1	3.2284	B_traH	NA
JAYIMT010000043.1	33173	No terminal repeats	24	11	0.9996	NA	0	1.7225	NA	NA
JAYIMT010000066.1	4589	No terminal repeats	7	11	0.9993	NA	0	1.2723	NA	NA
JAYIMT010000041.1	35815	No terminal repeats	31	11	0.9989	NA	0	2.8653	NA	NA
JAYIMT010000058.1	9570	No terminal repeats	7	11	0.9603	NA	0	0.2071	NA	NA
JAYIMT010000061.1	7274	No terminal repeats	8	11	0.8929	NA	0	0.6581	NA	NA
JAYIMT010000065.1	4754	No terminal repeats	3	11	0.8806	NA	0	0.5057	NA	NA
